代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),总市值(元),市盈率,市净率,市销率,
600519.SH,贵州茅台,2004-10-28,63.5796,64.4902,62.7991,63.417,933820,36495905,-0.6504,-1.0152,39.0824,0.8303,4386310500,15336750000,20.5087,3.9691,6.3876,
600519.SH,贵州茅台,2004-10-29,61.8071,63.9048,61.8071,63.3519,1436314,55678746,-0.065,-0.1026,38.765,1.2771,4381811720,15321020000,20.4877,3.965,6.3811,
600519.SH,贵州茅台,2004-11-01,62.734,64.3438,62.6364,64.0349,367318,14302880,0.683,1.078,38.9387,0.3266,4429048910,15486185000,20.7085,4.0078,6.4498,
600519.SH,贵州茅台,2004-11-02,63.417,63.5796,61.9535,63.5633,335602,12926156,-0.4716,-0.7364,38.5163,0.2984,4396432755,15372142500,20.556,3.9783,6.4023,
600519.SH,贵州茅台,2004-11-03,63.417,63.7422,62.4413,63.3031,761586,29484721,-0.2602,-0.4093,38.7149,0.6771,4378437635,15309222500,20.4719,3.962,6.3761,
600519.SH,贵州茅台,2004-11-04,62.7665,63.417,62.0511,62.295,678567,26198028,-1.0082,-1.5926,38.6079,0.6033,4308706545,15065407500,20.1458,3.8989,6.2746,
600519.SH,贵州茅台,2004-11-05,61.8722,61.8722,58.5225,59.3843,2599409,95080945,-2.9107,-4.6724,36.5779,2.3112,4107386140,14361490000,19.2045,3.7167,5.9814,
600519.SH,贵州茅台,2004-11-08,59.3518,60.1648,58.5713,60.116,358553,13062547,0.7317,1.2322,36.4313,0.3188,4157997415,14538452500,19.4412,3.7625,6.0551,
600519.SH,贵州茅台,2004-11-09,60.6526,62.2787,60.0835,62.2625,731479,27801916,2.1464,3.5705,38.0078,0.6504,4306457155,15057542500,20.1353,3.8969,6.2713,
600519.SH,贵州茅台,2004-11-10,61.7909,64.7666,61.7909,64.1487,1128862,44436007,1.8862,3.0295,39.3635,1.0037,4436921775,15513712500,20.7453,4.0149,6.4613,
600519.SH,贵州茅台,2004-11-11,64.0674,64.7178,63.0917,63.0917,833013,32780357,-1.0569,-1.6477,39.3516,0.7407,4363816600,15258100000,20.4035,3.9488,6.3548,
600519.SH,贵州茅台,2004-11-12,62.8966,63.5796,62.2299,62.6039,566794,21837428,-0.4878,-0.7732,38.528,0.504,4330075750,15140125000,20.2458,3.9182,6.3057,
600519.SH,贵州茅台,2004-11-15,62.6202,63.0917,61.1405,63.0267,894776,34292416,0.4228,0.6753,38.3251,0.7956,4359317820,15242370000,20.3825,3.9447,6.3483,
600519.SH,贵州茅台,2004-11-16,62.6039,63.0267,61.7909,61.7909,329847,12563653,-1.2358,-1.9608,38.0893,0.2933,4273841000,14943500000,19.9828,3.8673,6.2238,
600519.SH,贵州茅台,2004-11-17,61.7909,62.1324,61.3031,61.7909,803272,30415917,0,0,37.865,0.7142,4273841000,14943500000,19.9828,3.8673,6.2238,
600519.SH,贵州茅台,2004-11-18,61.7584,62.1974,61.0592,61.7584,262416,9967008,-0.0325,-0.0526,37.9817,0.2333,4271591610,14935635000,19.9723,3.8653,6.2205,
600519.SH,贵州茅台,2004-11-19,61.8071,61.8071,61.3031,61.6445,319634,12098840,-0.1138,-0.1843,37.8522,0.2842,4263718745,14908107500,19.9355,3.8582,6.2091,
600519.SH,贵州茅台,2004-11-22,61.4819,61.6283,60.3274,60.8152,642908,24094050,-0.8293,-1.3453,37.4767,0.5716,4206359300,14707550000,19.6673,3.8063,6.1255,
600519.SH,贵州茅台,2004-11-23,60.5713,61.1242,59.8396,59.9534,615590,22797433,-0.8618,-1.4171,37.0335,0.5473,4146750465,14499127500,19.3886,3.7523,6.0387,
600519.SH,贵州茅台,2004-11-24,59.8233,60.49,59.3518,59.4331,429206,15819097,-0.5203,-0.8679,36.8567,0.3816,4110760225,14373287500,19.2203,3.7198,5.9863,
600519.SH,贵州茅台,2004-11-25,59.2054,61.921,59.2054,61.1892,592414,22286271,1.7562,2.9549,37.6194,0.5267,4232227285,14797997500,19.7883,3.8297,6.1632,
600519.SH,贵州茅台,2004-11-26,61.173,61.7258,60.6526,61.1567,197401,7411584,-0.0325,-0.0531,37.5458,0.1755,4229977895,14790132500,19.7777,3.8276,6.1599,
600519.SH,贵州茅台,2004-11-29,61.2218,62.7015,61.1405,61.9372,544253,20728652,0.7805,1.2763,38.0864,0.4839,4283963255,14978892500,20.0302,3.8765,6.2386,
600519.SH,贵州茅台,2004-11-30,60.7014,61.7909,60.1648,60.2461,161830,6026605,-1.6911,-2.7304,37.2403,0.1439,4166994975,14569912500,19.4833,3.7707,6.0682,
600519.SH,贵州茅台,2004-12-01,60.9941,60.9941,59.8396,60.1486,78490,2900938,-0.0976,-0.1619,36.9593,0.0698,4160246805,14546317500,19.4517,3.7645,6.0584,
600519.SH,贵州茅台,2004-12-02,60.49,60.49,59.3518,60.1648,398528,14671547,0.0163,0.027,36.8143,0.3543,4161371500,14550250000,19.457,3.7656,6.06,
600519.SH,贵州茅台,2004-12-03,59.8396,60.3112,59.5144,59.742,62624,2303971,-0.4228,-0.7027,36.7905,0.0557,4132129430,14448005000,19.3202,3.7391,6.0174,
600519.SH,贵州茅台,2004-12-06,60.1648,60.1648,59.368,59.6607,111117,4068796,-0.0813,-0.1361,36.6172,0.0988,4126505955,14428342500,19.2939,3.734,6.0093,
600519.SH,贵州茅台,2004-12-07,59.3843,60.3274,59.368,59.8071,189908,6998528,0.1463,0.2453,36.8522,0.1689,4136628210,14463735000,19.3413,3.7432,6.024,
600519.SH,贵州茅台,2004-12-08,60.1648,60.4412,59.3518,59.8559,1029083,37575758,0.0488,0.0816,36.5138,0.915,4140002295,14475532500,19.357,3.7462,6.0289,
600519.SH,贵州茅台,2004-12-09,59.8559,60.9779,59.4819,59.4981,1134904,41890865,-0.3577,-0.5977,36.9114,1.0091,4115259005,14389017500,19.2414,3.7238,5.9929,
600519.SH,贵州茅台,2004-12-10,59.6119,60.1811,59.5632,60.1648,89703,3311205,0.6667,1.1205,36.913,0.0798,4161371500,14550250000,19.457,3.7656,6.06,
600519.SH,贵州茅台,2004-12-13,59.5144,60.49,59.5144,60.3274,220832,8189873,0.1626,0.2703,37.0864,0.1963,4172618450,14589575000,19.5095,3.7757,6.0764,
600519.SH,贵州茅台,2004-12-14,60.1648,60.3274,59.8071,59.8071,124544,4601617,-0.5203,-0.8625,36.9477,0.1107,4136628210,14463735000,19.3413,3.7432,6.024,
600519.SH,贵州茅台,2004-12-15,59.4819,60.2949,59.3518,59.368,1096973,40055481,-0.439,-0.7341,36.5146,0.9754,4106261445,14357557500,19.1993,3.7157,5.9798,
600519.SH,贵州茅台,2004-12-16,59.3518,59.9697,59.0266,59.7746,1150003,42361519,0.4065,0.6847,36.836,1.0225,4134378820,14455870000,19.3308,3.7411,6.0207,
600519.SH,贵州茅台,2004-12-17,59.3518,59.4331,58.6526,58.864,104903,3805636,-0.9106,-1.5234,36.2777,0.0933,4071395900,14235650000,19.0363,3.6841,5.929,
600519.SH,贵州茅台,2004-12-20,58.5387,59.3518,56.62,56.7501,245930,8749161,-2.1139,-3.5912,35.5758,0.2187,3925185550,13724425000,18.3526,3.5518,5.7161,
600519.SH,贵州茅台,2004-12-21,56.9127,57.5631,56.3598,56.4736,219868,7700170,-0.2764,-0.4871,35.0218,0.1955,3906065735,13657572500,18.2632,3.5345,5.6882,
600519.SH,贵州茅台,2004-12-22,56.3761,57.4818,55.5793,57.4005,316854,11055083,0.9269,1.6412,34.8901,0.2817,3970173350,13881725000,18.563,3.5926,5.7816,
600519.SH,贵州茅台,2004-12-23,57.4005,58.1647,57.2379,57.2379,688348,24351861,-0.1626,-0.2833,35.3773,0.612,3958926400,13842400000,18.5104,3.5824,5.7652,
600519.SH,贵州茅台,2004-12-24,56.9127,58.2948,56.9127,57.7257,446959,15920008,0.4878,0.8523,35.6185,0.3974,3992667250,13960375000,18.6682,3.6129,5.8144,
600519.SH,贵州茅台,2004-12-27,57.7257,58.6526,57.7257,58.5387,157084,5614076,0.813,1.4085,35.7393,0.1397,4048902000,14157000000,18.9311,3.6638,5.8962,
600519.SH,贵州茅台,2004-12-28,57.7257,60.051,57.7257,59.6282,292412,10655265,1.0895,1.8611,36.4392,0.26,4124256565,14420477500,19.2834,3.732,6.006,
600519.SH,贵州茅台,2004-12-29,60.1486,60.9453,59.6282,60.6201,565478,21025179,0.9919,1.6635,37.1813,0.5028,4192862960,14660360000,19.6042,3.7941,6.1059,
600519.SH,贵州茅台,2004-12-30,60.0022,60.5713,59.0753,59.8559,334500,12358921,-0.7643,-1.2607,36.9474,0.2974,4140002295,14475532500,19.357,3.7462,6.0289,
600519.SH,贵州茅台,2004-12-31,59.677,61.3031,58.6688,59.5794,586990,21514898,-0.2764,-0.4618,36.6529,0.5219,4120882480,14408680000,19.2676,3.7289,6.0011,
600519.SH,贵州茅台,2005-01-04,59.1892,59.8396,58.5387,59.2705,234881,8566179,-0.309,-0.5186,36.4703,0.2088,4099513275,14333962500,19.1677,3.7096,4.7624,
600519.SH,贵州茅台,2005-01-05,59.1892,60.6201,58.9127,60.5551,613933,22582400,1.2846,2.1674,36.7832,0.5459,4188364180,14644630000,19.5832,3.79,4.8657,
600519.SH,贵州茅台,2005-01-06,60.1648,60.3274,59.3518,59.5144,552372,20282548,-1.0407,-1.7186,36.719,0.4911,4116383700,14392950000,19.2466,3.7249,4.782,
600519.SH,贵州茅台,2005-01-07,59.3518,60.49,59.3518,60.0022,300274,11115440,0.4878,0.8197,37.0177,0.267,4150124550,14510925000,19.4044,3.7554,4.8212,
600519.SH,贵州茅台,2005-01-10,60.0022,62.2787,60.0022,62.1974,1071811,40597723,2.1952,3.6585,37.8777,0.953,4301958375,15041812500,20.1143,3.8928,4.9976,
600519.SH,贵州茅台,2005-01-11,62.2137,62.7665,62.1161,62.2787,500356,19240403,0.0813,0.1307,38.4534,0.4449,4307581850,15061475000,20.1406,3.8979,5.0042,
600519.SH,贵州茅台,2005-01-12,62.2462,62.5226,61.5958,62.4413,338903,12949338,0.1626,0.2611,38.2096,0.3013,4318828800,15100800000,20.1932,3.908,5.0172,
600519.SH,贵州茅台,2005-01-13,61.9535,63.1731,61.9535,62.7991,288383,11159242,0.3577,0.5729,38.6959,0.2564,4343572090,15187315000,20.3089,3.9304,5.046,
600519.SH,贵州茅台,2005-01-14,62.5226,62.9291,61.3031,61.6608,333847,12691131,-1.1383,-1.8125,38.0148,0.2968,4264843440,14912040000,19.9408,3.8592,4.9545,
600519.SH,贵州茅台,2005-01-17,60.8965,62.0836,60.3437,61.6283,181239,6845213,-0.0325,-0.0527,37.769,0.1611,4262594050,14904175000,19.9302,3.8572,4.9519,
600519.SH,贵州茅台,2005-01-18,61.6283,62.6039,61.3031,62.6039,263820,10016326,0.9756,1.5831,37.9665,0.2346,4330075750,15140125000,20.2458,3.9182,5.0303,
600519.SH,贵州茅台,2005-01-19,61.7909,63.2218,61.6283,61.6608,265200,10180585,-0.9431,-1.5065,38.3883,0.2358,4264843440,14912040000,19.9408,3.8592,4.9545,
600519.SH,贵州茅台,2005-01-20,61.5307,61.7746,60.9779,61.6445,97405,3670093,-0.0163,-0.0264,37.6787,0.0866,4263718745,14908107500,19.9355,3.8582,4.9532,
600519.SH,贵州茅台,2005-01-21,61.1405,61.7909,59.3518,61.6283,317736,11879307,-0.0163,-0.0264,37.3873,0.2825,4262594050,14904175000,19.9302,3.8572,4.9519,
600519.SH,贵州茅台,2005-01-24,61.7096,62.7503,61.2705,62.2137,417340,15943177,0.5854,0.9499,38.2019,0.3711,4303083070,15045745000,20.1195,3.8938,4.9989,
600519.SH,贵州茅台,2005-01-25,62.6039,64.23,62.0348,64.0511,581665,22704867,1.8375,2.9535,39.0343,0.5172,4430173605,15490117500,20.7138,4.0088,5.1466,
600519.SH,贵州茅台,2005-01-26,64.1487,64.7178,63.3844,64.0511,373498,14767520,0,0,39.5384,0.3321,4430173605,15490117500,20.7138,4.0088,5.1466,
600519.SH,贵州茅台,2005-01-27,63.5633,64.1487,63.5633,63.7747,102162,4007784,-0.2764,-0.4316,39.2297,0.0908,4411053790,15423265000,20.6244,3.9915,5.1244,
600519.SH,贵州茅台,2005-01-28,63.7747,63.7747,62.7828,63.5633,134123,5226481,-0.2114,-0.3315,38.9678,0.1193,4396432755,15372142500,20.556,3.9783,5.1074,
600519.SH,贵州茅台,2005-01-31,62.7665,64.0674,62.7665,64.0024,116507,4552532,0.439,0.6907,39.0752,0.1036,4426799520,15478320000,20.698,4.0057,5.1427,
600519.SH,贵州茅台,2005-02-01,63.417,63.9048,62.8804,63.417,400260,15598247,-0.5854,-0.9146,38.9703,0.3559,4386310500,15336750000,20.5087,3.9691,5.0956,
600519.SH,贵州茅台,2005-02-02,63.2706,65.0105,63.2706,64.7991,537817,21280023,1.3822,2.1795,39.5674,0.4782,4481909575,15671012500,20.9557,4.0556,5.2067,
600519.SH,贵州茅台,2005-02-03,64.7991,64.7991,63.417,63.9861,444264,17455936,-0.813,-1.2547,39.2918,0.395,4425674825,15474387500,20.6927,4.0047,5.1413,
600519.SH,贵州茅台,2005-02-04,64.0511,64.7991,63.417,64.4902,400838,15785371,0.5041,0.7878,39.3809,0.3564,4460540370,15596295000,20.8558,4.0363,5.1818,
600519.SH,贵州茅台,2005-02-16,65.0105,65.043,64.3926,64.7503,444063,17660778,0.2602,0.4034,39.7709,0.3948,4478535490,15659215000,20.9399,4.0526,5.2028,
600519.SH,贵州茅台,2005-02-17,64.9617,64.9617,63.0917,63.4495,1159168,45296879,-1.3009,-2.009,39.0771,1.0307,4388559890,15344615000,20.5192,3.9711,5.0982,
600519.SH,贵州茅台,2005-02-18,63.1893,63.9048,63.1893,63.8397,959549,37550338,0.3903,0.6151,39.1333,0.8532,4415552570,15438995000,20.6454,3.9956,5.1296,
600519.SH,贵州茅台,2005-02-21,63.8723,65.8561,63.856,65.5309,1062998,42401501,1.6911,2.649,39.8886,0.9451,4532520850,15847975000,21.1923,4.1014,5.2655,
600519.SH,贵州茅台,2005-02-22,65.5309,65.8561,65.043,65.6772,562902,22687067,0.1463,0.2233,40.3038,0.5005,4542643105,15883367500,21.2396,4.1106,5.2772,
600519.SH,贵州茅台,2005-02-23,65.8236,67.4822,65.3032,67.3521,564706,23056177,1.6749,2.5501,40.8286,0.5021,4658486690,16288415000,21.7813,4.2154,5.4118,
600519.SH,贵州茅台,2005-02-24,67.1569,70.1652,66.6854,69.9213,944726,40046102,2.5692,3.8146,42.3891,0.84,4836188500,16909750000,22.6121,4.3762,5.6182,
600519.SH,贵州茅台,2005-02-25,70.3278,70.3278,69.157,69.8887,599053,25777149,-0.0325,-0.0465,43.0298,0.5326,4833939110,16901885000,22.6016,4.3742,5.6156,
600519.SH,贵州茅台,2005-02-28,69.8887,71.9701,69.4009,70.7343,448344,19453353,0.8456,1.2099,43.3893,0.3986,4892423250,17106375000,22.8751,4.4271,5.6836,
600519.SH,贵州茅台,2005-03-01,71.3847,71.3847,69.5961,70.6855,550609,23670511,-0.0488,-0.069,42.9897,0.4896,4889049165,17094577500,22.8593,4.424,5.6797,
600519.SH,贵州茅台,2005-03-02,69.7261,70.5554,69.1082,69.1245,1139674,48820913,-1.561,-2.2084,42.8376,1.0133,4781078445,16717057500,22.3545,4.3263,5.5542,
600519.SH,贵州茅台,2005-03-03,68.7505,69.8887,68.6204,69.5635,342985,14586728,0.439,0.6351,42.5288,0.305,4811445210,16823235000,22.4965,4.3538,5.5895,
600519.SH,贵州茅台,2005-03-04,68.9944,70.5717,68.9944,70.2465,436496,18804824,0.683,0.9818,43.0813,0.3881,4858682400,16988400000,22.7173,4.3966,5.6444,
600519.SH,贵州茅台,2005-03-07,70.3278,73.1734,70.3278,72.6043,1022284,45290496,2.3578,3.3565,44.3032,0.9089,5021763175,17558612500,23.4798,4.5441,5.8338,
600519.SH,贵州茅台,2005-03-08,73.1734,73.7913,72.0514,73.5962,658554,29575338,0.9919,1.3662,44.9095,0.5855,5090369570,17798495000,23.8006,4.6062,5.9135,
600519.SH,贵州茅台,2005-03-09,74.1491,76.0678,73.6612,74.9296,471303,21694338,1.3334,1.8118,46.0306,0.419,5182594560,18120960000,24.2318,4.6897,6.0207,
600519.SH,贵州茅台,2005-03-10,76.4256,76.4256,72.0352,74.1816,472621,21498741,-0.748,-0.9983,45.4883,0.4202,5130858590,17940065000,23.9899,4.6428,5.9606,
600519.SH,贵州茅台,2005-03-11,74.1491,76.0678,72.6856,75.4174,936231,42521284,1.2358,1.6659,45.4175,0.8324,5216335410,18238935000,24.3896,4.7202,6.0599,
600519.SH,贵州茅台,2005-03-14,74.4743,79.5151,74.1491,76.9459,1037897,48987452,1.5285,2.0267,47.1988,0.9228,5322056740,18608590000,24.8839,4.8159,6.1827,
600519.SH,贵州茅台,2005-03-15,76.9134,77.3199,75.7751,76.2304,578303,27220784,-0.7155,-0.9298,47.0701,0.5142,5272570160,18435560000,24.6525,4.7711,6.1252,
600519.SH,贵州茅台,2005-03-16,75.6125,76.4256,74.7182,76.2304,682964,31720439,0,0,46.4453,0.6072,5272570160,18435560000,24.6525,4.7711,6.1252,
600519.SH,贵州茅台,2005-03-17,75.9377,78.5232,75.1247,77.2223,501569,23726912,0.9919,1.3012,47.3054,0.446,5341176555,18675442500,24.9733,4.8332,6.2049,
600519.SH,贵州茅台,2005-03-18,77.2223,77.4012,75.6125,76.6532,240549,11319532,-0.5691,-0.737,47.0571,0.2139,5301812230,18537805000,24.7892,4.7975,6.1592,
600519.SH,贵州茅台,2005-03-21,76.4256,77.1573,74.7995,76.4256,270126,12692125,-0.2277,-0.297,46.9859,0.2402,5286066500,18482750000,24.7156,4.7833,6.1409,
600519.SH,贵州茅台,2005-03-22,76.4256,80.2956,76.1004,79.32,1225920,59468831,2.8944,3.7872,48.5096,1.09,5486262210,19182735000,25.6516,4.9644,6.3734,
600519.SH,贵州茅台,2005-03-23,79.5151,81.629,79.2549,79.7265,1255123,62550272,0.4065,0.5125,49.836,1.116,5514379585,19281047500,25.7831,4.9899,6.4061,
600519.SH,贵州茅台,2005-03-24,79.6777,79.9216,75.6125,76.4581,916267,43515225,-3.2684,-4.0995,47.4919,0.8147,5288315890,18490615000,24.7261,4.7853,6.1435,
600519.SH,贵州茅台,2005-03-25,76.4256,77.889,75.1572,76.8809,232946,10960985,0.4228,0.553,47.0538,0.2071,5317557960,18592860000,24.8628,4.8118,6.1775,
600519.SH,贵州茅台,2005-03-28,76.9134,80.2956,76.4256,79.8241,242851,11802982,2.9432,3.8283,48.6017,0.2159,5521127755,19304642500,25.8147,4.996,6.4139,
600519.SH,贵州茅台,2005-03-29,79.8241,81.1412,78.0516,78.2305,244856,11989719,-1.5936,-1.9963,48.9664,0.2177,5410907645,18919257500,25.2993,4.8963,6.2859,
600519.SH,贵州茅台,2005-03-30,78.0516,78.0516,76.5882,77.0272,248040,11744620,-1.2033,-1.5381,47.3497,0.2205,5327680215,18628252500,24.9102,4.8209,6.1892,
600519.SH,贵州茅台,2005-03-31,76.4581,78.3769,76.1004,78.2305,150718,7129716,1.2033,1.5622,47.305,0.134,5410907645,18919257500,25.2993,4.8963,6.2859,
600519.SH,贵州茅台,2005-04-01,78.1817,81.4664,78.0516,79.6289,341085,16774374,1.3984,1.7876,49.1795,0.3033,5507631415,19257452500,25.7515,4.9838,6.3983,
600519.SH,贵州茅台,2005-04-04,79.6289,81.4501,78.7834,81.2062,542751,26985512,1.5773,1.9808,49.7199,0.4826,5616726830,19638905000,26.2616,5.0825,6.525,
600519.SH,贵州茅台,2005-04-05,81.629,82.9136,80.816,81.2225,490233,24660016,0.0163,0.02,50.3026,0.4359,5617851525,19642837500,26.2669,5.0835,6.5263,
600519.SH,贵州茅台,2005-04-06,81.5802,83.4014,80.6371,83.19,567488,28795816,1.9676,2.4224,50.7426,0.5046,5753939620,20118670000,26.9032,5.2067,6.6844,
600519.SH,贵州茅台,2005-04-07,83.2551,85.3527,81.3038,81.4339,1243752,64340829,-1.7562,-2.111,51.7312,1.1059,5632472560,19693960000,26.3353,5.0967,6.5433,
600519.SH,贵州茅台,2005-04-08,81.4339,81.4339,78.5557,81.1412,450513,22165004,-0.2927,-0.3594,49.1995,0.4006,5612228050,19623175000,26.2406,5.0784,6.5198,
600519.SH,贵州茅台,2005-04-11,80.9786,80.9786,77.5638,78.3769,912619,44306742,-2.7643,-3.4068,48.549,0.8114,5421029900,18954650000,25.3466,4.9054,6.2977,
600519.SH,贵州茅台,2005-04-12,78.4094,78.5395,76.9947,77.3524,199491,9516181,-1.0244,-1.3071,47.7023,0.1774,5350174115,18706902500,25.0153,4.8413,6.2153,
600519.SH,贵州茅台,2005-04-13,78.5395,80.3119,78.0516,79.4989,868912,42332154,2.1464,2.7749,48.7186,0.7726,5498633855,19225992500,25.7095,4.9756,6.3878,
600519.SH,贵州茅台,2005-04-14,79.5151,79.9704,78.2143,79.6615,191460,9295179,0.1626,0.2045,48.5489,0.1702,5509880805,19265317500,25.7621,4.9858,6.4009,
600519.SH,贵州茅台,2005-04-15,80.4908,80.4908,78.8647,79.3525,163559,7963442,-0.309,-0.3878,48.6885,0.1454,5488511600,19190600000,25.6622,4.9665,6.3761,
600519.SH,贵州茅台,2005-04-18,79.1574,79.1899,77.2711,77.3362,295745,14168640,-2.0163,-2.541,47.9083,0.263,5349049420,18702970000,25.0101,4.8403,6.214,
600519.SH,贵州茅台,2005-04-19,77.2386,77.6939,75.4499,75.6125,780795,36608850,-1.7236,-2.2288,46.8866,0.6942,5229831750,18286125000,24.4527,4.7324,6.0755,
600519.SH,贵州茅台,2005-04-20,75.58,76.4093,75.3198,76.1654,535762,24960623,0.5529,0.7312,46.589,0.4764,5268071380,18419830000,24.6315,4.767,6.12,
600519.SH,贵州茅台,2005-04-21,75.7751,78.8647,75.6125,78.4907,280896,13403617,2.3253,3.0529,47.7174,0.2498,5428902765,18982177500,25.3834,4.9125,6.3068,
600519.SH,贵州茅台,2005-04-22,78.5883,79.2549,77.889,78.2468,352043,16950065,-0.2439,-0.3108,48.1477,0.313,5412032340,18923190000,25.3046,4.8973,6.2872,
600519.SH,贵州茅台,2005-04-25,79.8403,85.369,79.0436,84.556,1270437,65092003,6.3092,8.0632,51.2359,1.1296,5848414000,20449000000,22.0311,4.5059,6.7942,
600519.SH,贵州茅台,2005-04-26,84.5397,87.0438,84.2307,84.995,1360923,71600714,0.439,0.5192,52.6119,1.21,5878780765,20555177500,22.1455,4.5293,6.8294,
600519.SH,贵州茅台,2005-04-27,84.3608,86.3772,84.247,85.8893,747270,39437614,0.8943,1.0522,52.7756,0.6644,5940638990,20771465000,22.3785,4.5769,6.9013,
600519.SH,贵州茅台,2005-04-28,85.8893,86.9951,84.9299,86.182,852121,45118705,0.2927,0.3408,52.9487,0.7576,5960883500,20842250000,22.4547,4.5925,6.9248,
600519.SH,贵州茅台,2005-04-29,85.0438,86.4259,84.5722,86.182,682503,35950860,0,0,52.675,0.6068,5960883500,20842250000,22.4547,4.5925,6.9248,
600519.SH,贵州茅台,2005-05-09,85.369,86.1007,83.434,83.7754,765575,39655697,-2.4066,-2.7925,51.7986,0.6807,5794428640,20260240000,21.8277,4.4643,6.7314,
600519.SH,贵州茅台,2005-05-10,82.9299,83.4177,80.9786,82.377,644694,32384041,-1.3984,-1.6693,50.2316,0.5732,5697704870,19922045000,21.4633,4.3898,6.6191,
600519.SH,贵州茅台,2005-05-11,82.4421,82.4421,80.0029,80.2469,678491,33782884,-2.1302,-2.5859,49.7912,0.6033,5550369825,19406887500,20.9083,4.2763,6.4479,
600519.SH,贵州茅台,2005-05-12,78.8647,82.0681,78.133,79.5151,1425051,69749251,-0.7317,-0.9119,48.9451,1.2671,5499758550,19229925000,20.7177,4.2373,6.3891,
600519.SH,贵州茅台,2005-05-13,78.8809,81.1249,78.0354,79.2224,1507669,73784829,-0.2927,-0.3681,48.9397,1.3405,5479514040,19159140000,20.6414,4.2217,6.3656,
600519.SH,贵州茅台,2005-05-16,78.8322,80.1655,78.3443,79.5151,259641,12703148,0.2927,0.3695,48.9258,0.2309,5499758550,19229925000,20.7177,4.2373,6.3891,
600519.SH,贵州茅台,2005-05-17,79.6777,81.4664,79.5151,80.7347,772452,38326325,1.2196,1.5337,49.6164,0.6868,5584110675,19524862500,21.0354,4.3023,6.4871,
600519.SH,贵州茅台,2005-05-18,81.1249,81.1412,75.6451,78.0516,967809,46208050,-2.683,-3.3233,47.745,0.8605,5398536000,18876000000,20.3364,4.1593,6.2715,
600519.SH,贵州茅台,2005-05-19,78.0516,80.7347,76.5069,79.9542,512332,25028891,1.9025,2.4375,48.8529,0.4555,5530125315,19336102500,20.8321,4.2607,6.4244,
600519.SH,贵州茅台,2005-05-20,79.694,81.5315,79.694,79.9216,584502,29146429,-0.0325,-0.0407,49.8654,0.5197,5527875925,19328237500,20.8236,4.2589,6.4218,
600519.SH,贵州茅台,2005-05-23,79.694,81.1249,78.0516,78.6858,261457,12730239,-1.2358,-1.5463,48.6896,0.2325,5442399105,19029367500,20.5016,4.1931,6.3225,
600519.SH,贵州茅台,2005-05-24,78.6858,79.1086,78.1492,78.3118,137917,6674005,-0.374,-0.4753,48.3915,0.1226,5416531120,18938920000,20.4042,4.1731,6.2924,
600519.SH,贵州茅台,2005-05-25,78.1492,78.2143,77.4012,77.7264,320833,15348058,-0.5854,-0.7475,47.8382,0.2853,5376042100,18797350000,20.2516,4.1419,6.2454,
600519.SH,贵州茅台,2005-05-26,77.889,78.0679,74.4743,74.8808,1063427,49432691,-2.8456,-3.6611,46.4843,0.9455,5179220475,18109162500,19.5102,3.9903,6.0167,
600519.SH,贵州茅台,2005-05-27,73.9865,74.6369,71.7913,72.8482,1594979,71377627,-2.0326,-2.7144,44.7515,1.4181,5038633600,17617600000,18.9806,3.882,5.8534,
600519.SH,贵州茅台,2005-05-30,71.5473,73.4986,70.4254,72.6856,903473,40352669,-0.1626,-0.2232,44.6639,0.8033,5027386650,17578275000,18.9382,3.8733,5.8404,
600519.SH,贵州茅台,2005-05-31,72.6043,73.4986,72.0026,72.4742,1187976,53080356,-0.2114,-0.2908,44.6813,1.0563,5012765615,17527152500,18.8832,3.8621,5.8234,
600519.SH,贵州茅台,2005-06-01,72.523,73.1734,70.8156,72.6856,865843,38201051,0.2114,0.2917,44.1201,0.7698,5027386650,17578275000,18.9382,3.8733,5.8404,
600519.SH,贵州茅台,2005-06-02,72.3604,72.3604,65.8561,66.8317,2529774,105700729,-5.8539,-8.0537,41.7827,2.2493,4622496450,16162575000,17.413,3.5614,5.37,
600519.SH,贵州茅台,2005-06-03,65.8561,69.1082,64.4251,68.6041,714669,29143703,1.7724,2.6521,40.7793,0.6354,4745088205,16591217500,17.8748,3.6558,5.5124,
600519.SH,贵州茅台,2005-06-06,68.0188,72.8482,67.2057,72.588,421356,18349446,3.9839,5.8071,43.5486,0.3746,5020638480,17554680000,18.9128,3.8681,5.8325,
600519.SH,贵州茅台,2005-06-07,73.0921,75.1247,72.6206,73.5637,598946,27080944,0.9756,1.3441,45.2143,0.5325,5088120180,17790630000,19.167,3.9201,5.9109,
600519.SH,贵州茅台,2005-06-08,72.8482,80.881,72.8482,80.3444,1103910,52789496,6.7807,9.2175,47.8205,0.9815,5557117995,19430482500,20.9337,4.2815,6.4558,
600519.SH,贵州茅台,2005-06-09,80.1655,81.5965,78.0516,78.5883,777000,38204045,-1.7562,-2.1858,49.1687,0.6909,5435650935,19005772500,20.4762,4.1879,6.3146,
600519.SH,贵州茅台,2005-06-10,78.2468,79.4663,75.7751,76.4581,416509,19681140,-2.1302,-2.7105,47.2526,0.3703,5288315890,18490615000,19.9212,4.0744,6.1435,
