代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),总市值(元),市盈率,市净率,市销率,
600519.SH,贵州茅台,2001-08-27,34.51,37.78,32.85,35.55,40631800,1410347179,4.16,13.2526,34.7104,56.8277,2541825000,8887500000,35.3938,15.8269,7.978,
600519.SH,贵州茅台,2001-08-28,34.99,37,34.61,36.86,12964779,463463143,1.31,3.685,35.7479,18.1326,2635490000,9215000000,36.698,16.4101,8.272,
600519.SH,贵州茅台,2001-08-29,36.98,37,36.1,36.38,5325275,194689620,-0.48,-1.3022,36.5595,7.4479,2601170000,9095000000,36.2201,16.1964,8.1643,
600519.SH,贵州茅台,2001-08-30,36.28,37.51,36,37.1,4801306,177558558,0.72,1.9791,36.9813,6.7151,2652650000,9275000000,36.9369,16.5169,8.3258,
600519.SH,贵州茅台,2001-08-31,37.15,37.62,36.8,37.01,2323148,86231237,-0.09,-0.2426,37.1183,3.2492,2646215000,9252500000,36.8473,16.4769,8.3056,
600519.SH,贵州茅台,2001-09-03,37.2,37.57,36.85,36.99,2211209,82129438,-0.02,-0.054,37.1423,3.0926,2644785000,9247500000,36.8274,16.4679,8.3012,
600519.SH,贵州茅台,2001-09-04,37.01,38.08,36.88,37.46,3700677,139204380,0.47,1.2706,37.6159,5.1758,2678390000,9365000000,37.2954,16.6772,8.4066,
600519.SH,贵州茅台,2001-09-05,37.61,37.92,37.21,37.44,2606695,97796243,-0.02,-0.0534,37.5173,3.6457,2676960000,9360000000,37.2755,16.6683,8.4021,
600519.SH,贵州茅台,2001-09-06,37.35,37.47,36.51,36.7,2899703,107078403,-0.74,-1.9765,36.9274,4.0555,2624050000,9175000000,36.5387,16.3388,8.2361,
600519.SH,贵州茅台,2001-09-07,36.5,36.95,35.65,35.68,3155225,113868743,-1.02,-2.7793,36.0889,4.4129,2551120000,8920000000,35.5232,15.8847,8.0072,
600519.SH,贵州茅台,2001-09-10,35.4,36.85,35.01,36.7,1887889,68406471,1.02,2.8587,36.2344,2.6404,2624050000,9175000000,36.5387,16.3388,8.2361,
600519.SH,贵州茅台,2001-09-11,36.8,36.95,36.2,36.29,1139081,41579698,-0.41,-1.1172,36.5028,1.5931,2594735000,9072500000,36.1305,16.1563,8.1441,
600519.SH,贵州茅台,2001-09-12,35.33,36.2,35.3,35.98,2504519,89421380,-0.31,-0.8542,35.704,3.5028,2572570000,8995000000,35.8219,16.0183,8.0745,
600519.SH,贵州茅台,2001-09-13,36.01,36.3,35.7,35.89,1098668,39512775,-0.09,-0.2501,35.9643,1.5366,2566135000,8972500000,35.7323,15.9782,8.0543,
600519.SH,贵州茅台,2001-09-14,36.01,36.5,35.8,36.3,767283,27740691,0.41,1.1424,36.1544,1.0731,2595450000,9075000000,36.1405,16.1608,8.1463,
600519.SH,贵州茅台,2001-09-17,36.08,36.29,35.5,35.84,898397,32183249,-0.46,-1.2672,35.823,1.2565,2562560000,8960000000,35.6825,15.956,8.0431,
600519.SH,贵州茅台,2001-09-18,35.88,36.55,35.85,36.25,1077326,39006062,0.41,1.144,36.2064,1.5067,2591875000,9062500000,36.0907,16.1385,8.1351,
600519.SH,贵州茅台,2001-09-19,36.3,36.92,36.06,36.92,865053,31597369,0.67,1.8483,36.5265,1.2099,2639780000,9230000000,36.7577,16.4368,8.2855,
600519.SH,贵州茅台,2001-09-20,36.9,37.05,36.5,36.61,1117335,41189577,-0.31,-0.8397,36.8641,1.5627,2617615000,9152500000,36.4491,16.2988,8.2159,
600519.SH,贵州茅台,2001-09-21,36.28,36.6,36,36.06,787972,28638681,-0.55,-1.5023,36.3448,1.1021,2578290000,9015000000,35.9015,16.0539,8.0925,
600519.SH,贵州茅台,2001-09-24,36.06,36.39,36,36.05,406860,14703096,-0.01,-0.0277,36.138,0.569,2577575000,9012500000,35.8916,16.0495,8.0902,
600519.SH,贵州茅台,2001-09-25,36.28,36.54,36.05,36.23,348845,12639790,0.18,0.4993,36.2333,0.4879,2590445000,9057500000,36.0708,16.1296,8.1306,
600519.SH,贵州茅台,2001-09-26,36.11,36.48,36,36.08,495626,17892565,-0.15,-0.414,36.1009,0.6932,2579720000,9020000000,35.9214,16.0628,8.0969,
600519.SH,贵州茅台,2001-09-27,36.08,36.98,36,36.7,877804,32085131,0.62,1.7184,36.5516,1.2277,2624050000,9175000000,36.5387,16.3388,8.2361,
600519.SH,贵州茅台,2001-09-28,36.9,37.2,36.5,37.09,1708847,63169143,0.39,1.0627,36.9659,2.39,2651935000,9272500000,36.927,16.5125,8.3236,
600519.SH,贵州茅台,2001-10-08,37,37.18,36.25,36.58,655217,24091149,-0.51,-1.375,36.7682,0.9164,2615470000,9145000000,36.4192,16.2854,8.2092,
600519.SH,贵州茅台,2001-10-09,36.6,37.5,36.6,37.3,955852,35498605,0.72,1.9683,37.1382,1.3369,2666950000,9325000000,37.1361,16.606,8.3707,
600519.SH,贵州茅台,2001-10-10,37.3,37.43,36.03,36.1,1754869,63956753,-1.2,-3.2172,36.4453,2.4544,2581150000,9025000000,35.9413,16.0717,8.1014,
600519.SH,贵州茅台,2001-10-11,36.01,36.5,35.65,35.75,1230684,44319896,-0.35,-0.9695,36.0124,1.7212,2556125000,8937500000,35.5929,15.9159,8.0229,
600519.SH,贵州茅台,2001-10-12,35.9,36.65,34.05,36,2001070,70897331,0.25,0.6993,35.4297,2.7987,2574000000,9000000000,35.8418,16.0272,8.079,
600519.SH,贵州茅台,2001-10-15,35.9,36,34.9,35.3,975531,34501714,-0.7,-1.9444,35.3671,1.3644,2523950000,8825000000,35.1449,15.7156,7.9219,
600519.SH,贵州茅台,2001-10-16,35.13,35.8,34.75,34.8,831991,29068173,-0.5,-1.4164,34.9381,1.1636,2488200000,8700000000,34.6471,15.493,7.8097,
600519.SH,贵州茅台,2001-10-17,34.79,34.81,33.9,34.2,1250768,42766283,-0.6,-1.7241,34.192,1.7493,2445300000,8550000000,34.0497,15.2258,7.675,
600519.SH,贵州茅台,2001-10-18,34.2,34.66,33.91,34.04,498346,16999063,-0.16,-0.4678,34.111,0.697,2433860000,8510000000,33.8904,15.1546,7.6391,
600519.SH,贵州茅台,2001-10-19,34,34.15,33.01,33.5,1568754,52422843,-0.54,-1.5864,33.4169,2.1941,2395250000,8375000000,33.3528,14.9142,7.5179,
600519.SH,贵州茅台,2001-10-22,33.3,33.7,32.7,32.79,976065,32268911,-0.71,-2.1194,33.0602,1.3651,2344485000,8197500000,32.6459,14.5981,7.3586,
600519.SH,贵州茅台,2001-10-23,36,36.07,35.01,36.07,4059824,145710538,3.28,10.003,35.8909,5.6781,2579005000,9017500000,35.9115,16.0584,8.0947,
600519.SH,贵州茅台,2001-10-24,36.78,36.8,35.11,35.86,4068239,147001102,-0.21,-0.5822,36.1338,5.6898,2563990000,8965000000,35.7024,15.9649,8.0476,
600519.SH,贵州茅台,2001-10-25,35.7,35.8,34.86,34.88,1603686,56527283,-0.98,-2.7328,35.2483,2.2429,2493920000,8720000000,34.7267,15.5286,7.8276,
600519.SH,贵州茅台,2001-10-26,34.7,35.1,34.42,35,900220,31280145,0.12,0.344,34.7472,1.259,2502500000,8750000000,34.8462,15.582,7.8546,
600519.SH,贵州茅台,2001-10-29,34.88,35.63,34.88,35.3,458786,16205054,0.3,0.8571,35.3216,0.6417,2523950000,8825000000,35.1449,15.7156,7.9219,
600519.SH,贵州茅台,2001-10-30,35.25,35.49,34.92,35,348417,12214728,-0.3,-0.8499,35.0578,0.4873,2502500000,8750000000,34.8462,15.582,7.8546,
600519.SH,贵州茅台,2001-10-31,35,35.09,34.8,35.05,476247,16633345,0.05,0.1429,34.9259,0.6661,2506075000,8762500000,34.896,15.6043,7.8658,
600519.SH,贵州茅台,2001-11-01,35.05,35.64,34.95,35.57,664303,23511580,0.52,1.4836,35.3929,0.9291,2543255000,8892500000,35.4137,15.8358,7.9825,
600519.SH,贵州茅台,2001-11-02,35.28,35.72,35.16,35.36,343520,12189356,-0.21,-0.5904,35.4837,0.4804,2528240000,8840000000,35.2046,15.7423,7.9354,
600519.SH,贵州茅台,2001-11-05,35,35.26,34.7,34.9,369076,12879737,-0.46,-1.3009,34.8972,0.5162,2495350000,8725000000,34.7466,15.5375,7.8321,
600519.SH,贵州茅台,2001-11-06,34.8,35.3,34.72,35.15,260931,9138666,0.25,0.7163,35.0233,0.3649,2513225000,8787500000,34.9955,15.6488,7.8882,
600519.SH,贵州茅台,2001-11-07,35,35,33.8,33.85,932538,31791131,-1.3,-3.6984,34.091,1.3042,2420275000,8462500000,33.7012,15.07,7.5965,
600519.SH,贵州茅台,2001-11-08,33.35,33.89,32.98,33.7,740216,24682905,-0.15,-0.4431,33.3455,1.0353,2409550000,8425000000,33.5519,15.0032,7.5628,
600519.SH,贵州茅台,2001-11-09,33.7,34.48,33.34,34.15,376076,12737203,0.45,1.3353,33.8687,0.526,2441725000,8537500000,33.9999,15.2036,7.6638,
600519.SH,贵州茅台,2001-11-12,34.4,34.4,33.52,33.6,268333,9088858,-0.55,-1.6105,33.8716,0.3753,2402400000,8400000000,33.4523,14.9587,7.5404,
600519.SH,贵州茅台,2001-11-13,33.28,33.7,33.21,33.64,267381,8965279,0.04,0.119,33.53,0.374,2405260000,8410000000,33.4922,14.9765,7.5494,
600519.SH,贵州茅台,2001-11-14,33.64,34,33.64,33.65,76900,2599260,0.01,0.0297,33.8005,0.1076,2405975000,8412500000,33.5021,14.981,7.5516,
600519.SH,贵州茅台,2001-11-15,33.65,33.8,33.5,33.68,219345,7378238,0.03,0.0892,33.6376,0.3068,2408120000,8420000000,33.532,14.9943,7.5583,
600519.SH,贵州茅台,2001-11-16,36.2,36.2,33.99,34.09,995470,34600364,0.41,1.2173,34.7578,1.3923,2437435000,8522500000,33.9402,15.1769,7.6504,
600519.SH,贵州茅台,2001-11-19,34.15,35.08,34.1,35.05,373461,12950484,0.96,2.8161,34.6769,0.5223,2506075000,8762500000,34.896,15.6043,7.8658,
600519.SH,贵州茅台,2001-11-20,35.2,35.53,34.9,35.38,806908,28559195,0.33,0.9415,35.3934,1.1285,2529670000,8845000000,35.2245,15.7512,7.9399,
600519.SH,贵州茅台,2001-11-21,35.48,35.5,34.9,35.18,511442,17957630,-0.2,-0.5653,35.1118,0.7153,2515370000,8795000000,35.0254,15.6621,7.895,
600519.SH,贵州茅台,2001-11-22,35.22,35.3,34.91,35.12,419879,14713840,-0.06,-0.1706,35.043,0.5872,2511080000,8780000000,34.9656,15.6354,7.8815,
600519.SH,贵州茅台,2001-11-23,35.01,35.25,34.78,34.98,396090,13866447,-0.14,-0.3986,35.0083,0.554,2501070000,8745000000,34.8263,15.5731,7.8501,
600519.SH,贵州茅台,2001-11-26,35,35,34.5,34.61,310099,10749495,-0.37,-1.0577,34.6647,0.4337,2474615000,8652500000,34.4579,15.4084,7.767,
600519.SH,贵州茅台,2001-11-27,34.58,35.07,34.58,35,256948,8954894,0.39,1.1268,34.851,0.3594,2502500000,8750000000,34.8462,15.582,7.8546,
600519.SH,贵州茅台,2001-11-28,35.05,35.39,34.9,35.05,377362,13256608,0.05,0.1429,35.1297,0.5278,2506075000,8762500000,34.896,15.6043,7.8658,
600519.SH,贵州茅台,2001-11-29,35.01,35.2,34.81,34.83,304618,10658762,-0.22,-0.6277,34.9906,0.426,2490345000,8707500000,34.6769,15.5063,7.8164,
600519.SH,贵州茅台,2001-11-30,34.83,35.45,34.8,35.34,407097,14292950,0.51,1.4643,35.1094,0.5694,2526810000,8835000000,35.1847,15.7334,7.9309,
600519.SH,贵州茅台,2001-12-03,35.35,36.27,35.34,36.17,1603705,57741700,0.83,2.3486,36.0052,2.2429,2586155000,9042500000,36.011,16.1029,8.1171,
600519.SH,贵州茅台,2001-12-04,36.25,36.27,35.81,36.21,689499,24859860,0.04,0.1106,36.055,0.9643,2589015000,9052500000,36.0509,16.1207,8.1261,
600519.SH,贵州茅台,2001-12-05,37,37,35.96,36,1502835,54737513,-0.21,-0.58,36.4228,2.1019,2574000000,9000000000,35.8418,16.0272,8.079,
600519.SH,贵州茅台,2001-12-06,35.9,36.3,35.8,36.06,637222,23004767,0.06,0.1667,36.1017,0.8912,2578290000,9015000000,35.9015,16.0539,8.0925,
600519.SH,贵州茅台,2001-12-07,36.1,36.2,35.8,35.86,390820,14031912,-0.2,-0.5546,35.9038,0.5466,2563990000,8965000000,35.7024,15.9649,8.0476,
600519.SH,贵州茅台,2001-12-10,36,36.08,35.71,35.99,416156,14941666,0.13,0.3625,35.904,0.582,2573285000,8997500000,35.8318,16.0227,8.0767,
600519.SH,贵州茅台,2001-12-11,36,36,35.61,35.64,358002,12821499,-0.35,-0.9725,35.814,0.5007,2548260000,8910000000,35.4834,15.8669,7.9982,
600519.SH,贵州茅台,2001-12-12,35.6,36.1,35.6,35.77,463267,16611472,0.13,0.3648,35.8572,0.6479,2557555000,8942500000,35.6128,15.9248,8.0274,
600519.SH,贵州茅台,2001-12-13,35.61,35.97,35.2,35.26,354045,12580276,-0.51,-1.4258,35.533,0.4952,2521090000,8815000000,35.105,15.6978,7.9129,
600519.SH,贵州茅台,2001-12-14,35.02,35.5,35.02,35.2,284125,10026619,-0.06,-0.1702,35.2895,0.3974,2516800000,8800000000,35.0453,15.671,7.8995,
600519.SH,贵州茅台,2001-12-17,35.11,35.61,35.05,35.36,441389,15611050,0.16,0.4545,35.368,0.6173,2528240000,8840000000,35.2046,15.7423,7.9354,
600519.SH,贵州茅台,2001-12-18,35.48,35.96,35.1,35.9,482120,17167382,0.54,1.5271,35.6081,0.6743,2566850000,8975000000,35.7422,15.9827,8.0565,
600519.SH,贵州茅台,2001-12-19,35.9,36.49,35.63,35.96,962001,34761229,0.06,0.1671,36.1343,1.3455,2571140000,8990000000,35.802,16.0094,8.07,
600519.SH,贵州茅台,2001-12-20,35.9,35.9,34.65,34.76,1136223,39988830,-1.2,-3.337,35.1945,1.5891,2485340000,8690000000,34.6072,15.4752,7.8007,
600519.SH,贵州茅台,2001-12-21,34.7,35.97,34.7,35.87,813504,28861442,1.11,3.1933,35.4779,1.1378,2564705000,8967500000,35.7124,15.9693,8.0498,
600519.SH,贵州茅台,2001-12-24,35.99,37.25,35.81,36.42,2725079,99947172,0.55,1.5333,36.6768,3.8113,2604030000,9105000000,36.2599,16.2142,8.1732,
600519.SH,贵州茅台,2001-12-25,36.45,36.72,35.95,36.5,1218260,44420025,0.08,0.2197,36.4619,1.7039,2609750000,9125000000,36.3396,16.2498,8.1912,
600519.SH,贵州茅台,2001-12-26,36.54,37.25,36.1,37.19,1680952,62127143,0.69,1.8904,36.9595,2.351,2659085000,9297500000,37.0266,16.557,8.346,
600519.SH,贵州茅台,2001-12-27,37.22,37.84,36.92,37.32,2328478,87052679,0.13,0.3496,37.3861,3.2566,2668380000,9330000000,37.156,16.6149,8.3752,
600519.SH,贵州茅台,2001-12-28,37.3,37.6,36.88,37.3,1227932,45692306,-0.02,-0.0536,37.2108,1.7174,2666950000,9325000000,37.1361,16.606,8.3707,
600519.SH,贵州茅台,2001-12-31,37.67,39.3,37.46,38.55,5219541,202281565,1.25,3.3512,38.7547,7.3001,2756325000,9637500000,38.3806,17.1625,8.6513,
600519.SH,贵州茅台,2002-01-04,38.72,38.8,37.45,37.55,2910962,111030307,-1,-2.594,38.1421,4.0713,2684825000,9387500000,37.385,16.7173,5.8017,
600519.SH,贵州茅台,2002-01-07,37.15,37.5,36.68,37.35,1894295,70279717,-0.2,-0.5326,37.1007,2.6494,2670525000,9337500000,37.1858,16.6282,5.7708,
600519.SH,贵州茅台,2002-01-08,37,37.59,36.48,36.59,1328664,48947614,-0.76,-2.0348,36.8397,1.8583,2616185000,9147500000,36.4292,16.2899,5.6534,
600519.SH,贵州茅台,2002-01-09,36.5,37.18,36.35,36.87,1060682,38912708,0.28,0.7652,36.6865,1.4835,2636205000,9217500000,36.708,16.4145,5.6967,
600519.SH,贵州茅台,2002-01-10,36.98,37.39,36.35,37.24,1881555,69093753,0.37,1.0035,36.7216,2.6315,2662660000,9310000000,37.0763,16.5792,5.7539,
600519.SH,贵州茅台,2002-01-11,37.01,37.14,36,36.05,1183475,43306414,-1.19,-3.1955,36.5926,1.6552,2577575000,9012500000,35.8916,16.0495,5.57,
600519.SH,贵州茅台,2002-01-14,35.7,36.4,35.43,36.1,1871851,67196713,0.05,0.1387,35.8985,2.618,2581150000,9025000000,35.9413,16.0717,5.5777,
600519.SH,贵州茅台,2002-01-15,35.98,37.05,35.91,36.54,1824741,66666866,0.44,1.2188,36.535,2.5521,2612610000,9135000000,36.3794,16.2676,5.6457,
600519.SH,贵州茅台,2002-01-16,36.48,36.97,35.4,36.35,1397433,50700232,-0.19,-0.52,36.281,1.9545,2599025000,9087500000,36.1902,16.183,5.6163,
600519.SH,贵州茅台,2002-01-17,36.2,36.49,34.7,35.06,2418031,85418339,-1.29,-3.5488,35.3256,3.3819,2506790000,8765000000,34.9059,15.6087,5.417,
600519.SH,贵州茅台,2002-01-18,34.8,36.88,34.7,36.65,3226208,116437266,1.59,4.5351,36.0911,4.5122,2620475000,9162500000,36.4889,16.3166,5.6627,
600519.SH,贵州茅台,2002-01-21,36.3,36.6,35.58,35.87,1575593,56764193,-0.78,-2.1282,36.0272,2.2036,2564705000,8967500000,35.7124,15.9693,5.5422,
600519.SH,贵州茅台,2002-01-22,35.8,36.95,35.8,36.44,1348567,49186214,0.57,1.5891,36.4729,1.8861,2605460000,9110000000,36.2799,16.2231,5.6302,
600519.SH,贵州茅台,2002-01-23,36.65,37.65,36.2,37.62,2333648,86396947,1.18,3.2382,37.0223,3.2638,2689830000,9405000000,37.4547,16.7484,5.8126,
600519.SH,贵州茅台,2002-01-24,37.36,37.87,36.8,37.29,2661580,99483236,-0.33,-0.8772,37.3775,3.7225,2666235000,9322500000,37.1261,16.6015,5.7616,
600519.SH,贵州茅台,2002-01-25,37.24,37.57,36.8,37.1,1394112,51685502,-0.19,-0.5095,37.0741,1.9498,2652650000,9275000000,36.9369,16.5169,5.7322,
600519.SH,贵州茅台,2002-01-28,37,37.29,35.3,35.49,2166782,77886073,-1.61,-4.3396,35.9455,3.0305,2537535000,8872500000,35.334,15.8001,5.4835,
600519.SH,贵州茅台,2002-01-29,35.2,36.2,34.98,35.66,1187200,42283085,0.17,0.479,35.6158,1.6604,2549690000,8915000000,35.5033,15.8758,5.5097,
600519.SH,贵州茅台,2002-01-30,35.6,36.28,35.2,35.58,841922,30030708,-0.08,-0.2243,35.6692,1.1775,2543970000,8895000000,35.4236,15.8402,5.4974,
600519.SH,贵州茅台,2002-01-31,36,38,36,37.6,4082830,152780902,2.02,5.6773,37.4203,5.7103,2688400000,9400000000,37.4347,16.7395,5.8095,
600519.SH,贵州茅台,2002-02-01,37.5,37.98,36.9,37.06,1734503,64926556,-0.54,-1.4362,37.4324,2.4259,2649790000,9265000000,36.8971,16.4991,5.726,
600519.SH,贵州茅台,2002-02-04,37.18,38.15,37,37.92,1651019,62395237,0.86,2.3206,37.792,2.3091,2711280000,9480000000,37.7533,16.882,5.8589,
600519.SH,贵州茅台,2002-02-05,37.93,38.68,37.63,37.9,1119573,42691507,-0.02,-0.0527,38.132,1.5658,2709850000,9475000000,37.7334,16.8731,5.8558,
600519.SH,贵州茅台,2002-02-06,37.86,38.11,37.09,37.18,966854,36137656,-0.72,-1.8997,37.3765,1.3522,2658370000,9295000000,37.0166,16.5525,5.7446,
600519.SH,贵州茅台,2002-02-07,37.18,37.92,37.12,37.41,668817,25158901,0.23,0.6186,37.617,0.9354,2674815000,9352500000,37.2456,16.6549,5.7801,
600519.SH,贵州茅台,2002-02-08,37.6,38.2,37.58,37.65,1256931,47643920,0.24,0.6415,37.905,1.7579,2691975000,9412500000,37.4845,16.7618,5.8172,
600519.SH,贵州茅台,2002-02-25,37.65,37.65,37.65,37.65,,,0,0,,,2691975000,9412500000,37.4845,16.7618,5.8172,
600519.SH,贵州茅台,2002-02-26,37.99,38.5,37.45,37.77,1481599,56234511,0.12,0.3187,37.9553,2.0722,2700555000,9442500000,37.604,16.8152,5.8357,
600519.SH,贵州茅台,2002-02-27,37.85,38.1,37.5,37.93,829081,31387541,0.16,0.4236,37.8582,1.1596,2711995000,9482500000,37.7633,16.8864,5.8605,
600519.SH,贵州茅台,2002-02-28,38,38.46,37.78,38,1250698,47786791,0.07,0.1846,38.2081,1.7492,2717000000,9500000000,37.833,16.9176,5.8713,
600519.SH,贵州茅台,2002-03-01,37.95,38.15,37.2,37.39,742145,27907358,-0.61,-1.6053,37.6036,1.038,2673385000,9347500000,37.2257,16.646,5.777,
600519.SH,贵州茅台,2002-03-04,37.35,38.08,37.12,38.04,522485,19593096,0.65,1.7384,37.4998,0.7307,2719860000,9510000000,37.8728,16.9354,5.8775,
600519.SH,贵州茅台,2002-03-05,38.06,39.1,37.86,38.59,2218887,85787001,0.55,1.4458,38.6622,3.1033,2759185000,9647500000,38.4204,17.1803,5.9624,
600519.SH,贵州茅台,2002-03-06,38.8,39.08,38.02,38.36,1862014,71904848,-0.23,-0.596,38.6167,2.6042,2742740000,9590000000,38.1914,17.0779,5.9269,
600519.SH,贵州茅台,2002-03-07,38.2,38.6,38.05,38.5,1361602,52163426,0.14,0.365,38.3103,1.9043,2752750000,9625000000,38.3308,17.1402,5.9485,
600519.SH,贵州茅台,2002-03-08,38.55,39.78,38.55,39.63,3532681,137988821,1.13,2.9351,39.0607,4.9408,2833545000,9907500000,39.4558,17.6433,6.1231,
600519.SH,贵州茅台,2002-03-11,39.69,39.69,39.07,39.45,1760600,69191402,-0.18,-0.4542,39.2999,2.4624,2820675000,9862500000,39.2766,17.5631,6.0953,
600519.SH,贵州茅台,2002-03-12,39.45,39.45,38.5,38.5,1725185,66875879,-0.95,-2.4081,38.7645,2.4128,2752750000,9625000000,38.3308,17.1402,5.9485,
600519.SH,贵州茅台,2002-03-13,38.31,38.8,38.19,38.24,779399,29935169,-0.26,-0.6753,38.408,1.0901,2734160000,9560000000,38.0719,17.0244,5.9084,
600519.SH,贵州茅台,2002-03-14,38.11,38.7,38.05,38.62,638774,24487493,0.38,0.9937,38.3351,0.8934,2761330000,9655000000,38.4503,17.1936,5.9671,
600519.SH,贵州茅台,2002-03-15,38.02,38.9,37.85,37.92,1189288,45551718,-0.7,-1.8125,38.3017,1.6633,2711280000,9480000000,37.7533,16.882,5.8589,
600519.SH,贵州茅台,2002-03-18,38.12,38.8,37.9,38,607027,23162182,0.08,0.211,38.1568,0.849,2717000000,9500000000,37.833,16.9176,5.8713,
600519.SH,贵州茅台,2002-03-19,38.1,38.88,38.02,38.75,677404,26123110,0.75,1.9737,38.5636,0.9474,2770625000,9687500000,38.5797,17.2515,5.9872,
600519.SH,贵州茅台,2002-03-20,38.8,39.5,38.7,38.97,1503133,58767953,0.22,0.5677,39.097,2.1023,2786355000,9742500000,38.7987,17.3494,6.0211,
600519.SH,贵州茅台,2002-03-21,39.3,39.56,38.66,38.92,1503721,58789396,-0.05,-0.1283,39.0959,2.1031,2782780000,9730000000,38.749,17.3272,6.0134,
600519.SH,贵州茅台,2002-03-22,38.92,39,38.42,38.54,797276,30733685,-0.38,-0.9764,38.5484,1.1151,2755610000,9635000000,38.3706,17.158,5.9547,
600519.SH,贵州茅台,2002-03-25,38.49,38.9,38.3,38.78,431507,16693141,0.24,0.6227,38.6857,0.6035,2772770000,9695000000,38.6096,17.2649,5.9918,
600519.SH,贵州茅台,2002-03-26,38.7,38.8,38.12,38.2,623909,23950585,-0.58,-1.4956,38.3879,0.8726,2731300000,9550000000,38.0321,17.0066,5.9022,
600519.SH,贵州茅台,2002-03-27,38.15,38.46,37.91,38.1,499101,19022433,-0.1,-0.2618,38.1134,0.698,2724150000,9525000000,37.9326,16.9621,5.8867,
600519.SH,贵州茅台,2002-03-28,38.01,38.28,38,38.01,529157,20150615,-0.09,-0.2362,38.0806,0.7401,2717715000,9502500000,37.8429,16.9221,5.8728,
600519.SH,贵州茅台,2002-03-29,38,38.05,37.1,37.26,1062547,39865325,-0.75,-1.9732,37.5186,1.4861,2664090000,9315000000,37.0962,16.5882,5.7569,
600519.SH,贵州茅台,2002-04-01,37.16,37.79,37.12,37.6,276605,10386559,0.34,0.9125,37.5501,0.3869,2688400000,9400000000,37.4347,16.7395,5.8095,
600519.SH,贵州茅台,2002-04-02,37.61,37.76,36.81,37.02,732933,27163339,-0.58,-1.5426,37.0611,1.0251,2646930000,9255000000,36.8573,16.4813,5.7199,
600519.SH,贵州茅台,2002-04-03,37.02,37.3,36.82,36.98,601945,22255856,-0.04,-0.108,36.9732,0.8419,2644070000,9245000000,36.8175,16.4635,5.7137,
600519.SH,贵州茅台,2002-04-04,36.97,37.6,36.51,37.58,516143,19068025,0.6,1.6225,36.9433,0.7219,2686970000,9395000000,37.4148,16.7306,5.8064,
600519.SH,贵州茅台,2002-04-05,37.78,37.94,37.1,37.28,304685,11402145,-0.3,-0.7983,37.4227,0.4261,2665520000,9320000000,37.1162,16.5971,5.76,
600519.SH,贵州茅台,2002-04-08,37.3,37.4,36.95,37,230046,8539346,-0.28,-0.7511,37.1202,0.3217,2645500000,9250000000,36.8374,16.4724,5.7168,
600519.SH,贵州茅台,2002-04-09,37,37.5,36.88,37.43,329157,12257478,0.43,1.1622,37.239,0.4604,2676245000,9357500000,37.2655,16.6638,5.7832,
600519.SH,贵州茅台,2002-04-10,37.43,37.77,37.2,37.48,342383,12828309,0.05,0.1336,37.4677,0.4789,2679820000,9370000000,37.3153,16.6861,5.7909,
600519.SH,贵州茅台,2002-04-11,37.49,37.88,37.41,37.49,679799,25576043,0.01,0.0267,37.6229,0.9508,2680535000,9372500000,37.3252,16.6905,5.7925,
600519.SH,贵州茅台,2002-04-12,37.62,38.22,37.52,38,451928,17168808,0.51,1.3604,37.9901,0.6321,2717000000,9500000000,37.833,16.9176,5.8713,
600519.SH,贵州茅台,2002-04-15,38.46,38.5,37.6,37.89,292594,11085699,-0.11,-0.2895,37.8876,0.4092,2709135000,9472500000,37.7235,16.8686,5.8543,
600519.SH,贵州茅台,2002-04-16,37.88,38.3,37.88,38.26,603615,23013458,0.37,0.9765,38.1261,0.8442,2735590000,9565000000,38.0919,17.0334,5.9114,
600519.SH,贵州茅台,2002-04-17,38.5,38.5,36.85,36.98,1321928,48993045,-1.28,-3.3455,37.0618,1.8489,2644070000,9245000000,28.161,3.6528,5.7137,
600519.SH,贵州茅台,2002-04-18,37,37.19,36.38,36.39,853815,31299469,-0.59,-1.5955,36.6584,1.1941,2601885000,9097500000,27.7117,3.5945,5.6225,
600519.SH,贵州茅台,2002-04-19,36.39,36.45,35.89,36.22,885432,31912486,-0.17,-0.4672,36.0417,1.2384,2589730000,9055000000,27.5823,3.5778,5.5963,
600519.SH,贵州茅台,2002-04-22,36,36.4,35.9,36.19,411365,14831735,-0.03,-0.0828,36.0549,0.5753,2587585000,9047500000,27.5594,3.5748,5.5916,
600519.SH,贵州茅台,2002-04-23,36.19,36.19,35.51,35.52,408822,14622595,-0.67,-1.8513,35.7676,0.5718,2539680000,8880000000,27.0492,3.5086,5.4881,
600519.SH,贵州茅台,2002-04-24,35.5,35.88,35.16,35.24,505088,17876338,-0.28,-0.7883,35.3925,0.7064,2519660000,8810000000,26.836,3.481,5.4448,
600519.SH,贵州茅台,2002-04-25,35.1,35.68,35.1,35.51,259676,9206508,0.27,0.7662,35.4538,0.3632,2538965000,8877500000,27.0416,3.5076,5.4866,
600519.SH,贵州茅台,2002-04-26,35.5,36.08,35.4,36.02,238123,8537641,0.51,1.4362,35.8539,0.333,2575430000,9005000000,27.43,3.558,5.5654,
