,代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),总市值(元),市盈率,市净率,市销率,年份,月份,year,month,day,day_of_week,MA_5,MA_10,daily_return,volatility_5,volatility_10,RSI_14
1830,600519.SH,贵州茅台,2009-03-25,529.6827,529.6827,514.3858,520.6415,8621716.0,984739037.0,-21.3243,-3.9346,114.2161,1.8944,51892892543.32,107612076000,28.3228,9.5701,13.057,2009,2009-03,2009,3,25,2,537.04342,532.2488900000001,-0.0393462096685806,0.023115863104646965,0.019522247528641453,35.99995082120891
1831,600519.SH,贵州茅台,2009-03-26,520.6415,521.0068,505.847,513.7009,5929248.0,664500701.0,-6.9407,-1.3331,112.0717,1.3028,51201108675.0,106177500000,27.9453,9.4426,12.883,2009,2009-03,2009,3,26,3,531.3082400000001,530.6781100000001,-0.013330862023100187,0.01775188652771814,0.019535392754205644,39.100599578025246
1832,600519.SH,贵州茅台,2009-03-27,518.0845,525.1164,515.0707,520.4589,4207572.0,479104606.0,6.758,1.3156,113.8672,0.9245,51874687704.68,107574324000,28.3129,9.5668,13.0525,2009,2009-03,2009,3,27,4,527.74658,530.75117,0.013155515203496781,0.02081412273110583,0.019301125892949026,48.11476300018756
1833,600519.SH,贵州茅台,2009-03-30,520.5502,525.1164,511.8744,520.8242,2426944.0,276929285.0,0.3653,0.0702,114.1062,0.5333,51911097381.96,107649828000,28.3328,9.5735,13.0616,2009,2009-03,2009,3,30,0,523.51826,530.6050499999999,0.0007018805903791225,0.019987514020215813,0.01923514414457747,40.423529945244915
1834,600519.SH,贵州茅台,2009-03-31,517.4908,524.6598,515.984,523.9292,2642862.0,301354057.0,3.105,0.5962,114.0256,0.5807,52220579638.84,108291612000,28.5017,9.6306,13.1395,2009,2009-03,2009,3,31,1,519.91094,529.4178300000001,0.005961704544450885,0.020730466582901466,0.017164592313996446,43.56199656063502
1835,600519.SH,贵州茅台,2009-04-01,525.0251,532.6507,524.6598,530.8699,4038757.0,468753741.0,6.9407,1.3247,116.0639,0.8874,52912363507.16,109726188000,28.8793,9.7581,13.3136,2009,2009-04,2009,4,1,2,521.9566199999999,529.5000200000001,0.013247400602982129,0.01100464167999971,0.01749669471645772,50.752592250751505
1836,600519.SH,贵州茅台,2009-04-02,532.2398,545.2079,532.2398,538.8151,3743051.0,441249387.0,7.9452,1.4966,117.885,0.8224,53704273988.0,111368400000,29.3115,9.9042,13.5128,2009,2009-04,2009,4,2,3,526.97946,529.14385,0.014966378768131339,0.006065409038940761,0.01645258615695177,60.00958648075471
1837,600519.SH,贵州茅台,2009-04-03,543.838,550.459,531.5092,532.2854,4144100.0,492530479.0,-6.5297,-1.2119,118.851,0.9105,53053451006.62,110018766000,28.9563,9.7842,13.3491,2009,2009-04,2009,4,3,4,529.34476,528.5456700000001,-0.012118628449722446,0.010940633159609737,0.016728937626503033,55.03447609227995
1838,600519.SH,贵州茅台,2009-04-07,532.2854,539.6371,531.5092,538.8151,2141919.0,251182411.0,6.5297,1.2267,117.2698,0.4706,53704273988.0,111368400000,29.3115,9.9042,13.5128,2009,2009-04,2009,4,7,1,532.94294,528.2306000000001,0.012267291193784446,0.011143902112765511,0.017093699170097794,51.63204587079457
1839,600519.SH,贵州茅台,2009-04-08,538.8151,540.185,529.1347,534.5229,2565313.0,299738748.0,-4.2923,-0.7966,116.843,0.5637,53276460279.96,110481228000,29.078,9.8253,13.4052,2009,2009-04,2009,4,8,2,535.06168,527.48631,-0.007965997983352735,0.013010455815697295,0.017255273261543472,52.46231609251694
1840,600519.SH,贵州茅台,2009-04-09,533.701,538.7695,530.6416,537.9476,1835185.0,214789862.0,3.4247,0.6407,117.0399,0.4032,53617801004.46,111189078000,29.2643,9.8882,13.4911,2009,2009-04,2009,4,9,3,536.47722,529.2169200000001,0.0064070220377834275,0.012135626834869188,0.010940856260429035,47.29806889887703
1841,600519.SH,贵州茅台,2009-04-10,542.5138,550.2307,537.8106,545.3448,4063061.0,484222233.0,7.3973,1.3751,119.1767,0.8927,54355096969.38,112718034000,29.6667,10.0242,13.6766,2009,2009-04,2009,4,10,4,537.78316,532.38131,0.013750781674646273,0.011837242164408677,0.009632311234475487,54.15102661311511
1842,600519.SH,贵州茅台,2009-04-13,550.6417,562.5595,550.6417,557.354,3668776.0,448077486.0,12.0092,2.2021,122.1327,0.8061,55552065109.96,115200228000,30.32,10.245,13.9778,2009,2009-04,2009,4,13,0,542.7968800000001,536.07082,0.022021297351694002,0.011145959041603426,0.010708206273818348,58.22354849949451
1843,600519.SH,贵州茅台,2009-04-14,557.3997,557.765,542.5138,550.2764,3802377.0,457162680.0,-7.0777,-1.2699,120.2308,0.8355,54846627612.66,113737338000,29.935,10.1149,13.8003,2009,2009-04,2009,4,14,1,545.08914,539.0160400000001,-0.012698572182132106,0.014553412971585477,0.012294362571141141,54.12889981458555
1844,600519.SH,贵州茅台,2009-04-15,547.765,553.7924,536.532,550.8243,3836163.0,457652477.0,0.5479,0.0996,119.2995,0.8429,54901242128.58,113850594000,29.9648,10.1249,13.814,2009,2009-04,2009,4,15,2,548.34942,541.7055499999999,0.0009956814429985528,0.013148732856765055,0.012377419914837998,68.89661044538774
1845,600519.SH,贵州茅台,2009-04-16,547.9933,551.6006,539.9567,546.806,3863241.0,462321653.0,-4.0183,-0.7295,119.672,0.8488,54500735678.5,113020050000,29.7462,10.0511,13.7132,2009,2009-04,2009,4,16,3,550.1211000000001,543.29916,-0.007295066684603335,0.014432692208500814,0.012575725120278197,71.51338628320248
1846,600519.SH,贵州茅台,2009-04-17,544.8882,563.2445,540.185,553.2444,3830956.0,466339526.0,6.4384,1.1775,121.7293,0.8417,55142456240.56,114350808000,30.0964,10.1694,13.8747,2009,2009-04,2009,4,17,4,551.70102,544.74209,0.01177455989875753,0.014100047384126149,0.012276130633874683,71.39456363847556
1847,600519.SH,贵州茅台,2009-04-20,557.9476,581.2811,553.2444,580.5505,3241949.0,406055404.0,27.3061,4.9356,125.2504,0.7123,57864079617.24,119994732000,31.5819,10.6713,14.5595,2009,2009-04,2009,4,20,0,556.34032,549.5686000000001,0.04935630618222264,0.02467342668394669,0.018055259659230327,78.8360391224958
1848,600519.SH,贵州茅台,2009-04-21,571.829,582.6509,571.281,582.24,3892770.0,492951211.0,1.6895,0.291,126.6325,0.8553,58032474374.66,120343938000,29.0466,9.6572,14.6019,2009,2009-04,2009,4,21,1,562.7330400000001,553.91109,0.002910168882810371,0.022195405271305764,0.018101540115389943,78.54275823719678
1849,600519.SH,贵州茅台,2009-04-22,585.2994,596.8519,563.9294,565.3906,3970610.0,504087423.0,-16.8494,-2.8939,126.9547,0.8724,56353078010.12,116861316000,28.206,9.3777,14.1793,2009,2009-04,2009,4,22,2,565.6463,556.9978600000001,-0.028938925528991577,0.028806194590279954,0.02111202010335672,65.4034488390086
1850,600519.SH,贵州茅台,2009-04-23,559.3632,565.7102,547.9476,555.0709,2249701.0,274007781.0,-10.3197,-1.8252,121.7974,0.4943,55324504626.96,114728328000,27.6912,9.2066,13.9205,2009,2009-04,2009,4,23,3,567.29928,558.71019,-0.01825233741063237,0.030401400345872312,0.022435565916146906,57.10296986094509
1851,600519.SH,贵州茅台,2009-04-24,557.0344,570.2308,556.9887,557.628,2271987.0,280863293.0,2.5571,0.4607,123.6201,0.4992,55579372367.92,115256856000,27.8187,9.249,13.9846,2009,2009-04,2009,4,24,4,568.176,559.9385100000001,0.004606798879206231,0.030073233959364207,0.02214964303670495,61.471703920982854
1852,600519.SH,贵州茅台,2009-04-27,554.7969,554.9796,536.0754,541.0526,2867031.0,339940606.0,-16.5754,-2.9725,118.5689,0.6299,53927283261.34,111830862000,26.9918,8.9741,13.5689,2009,2009-04,2009,4,27,0,560.2764199999999,558.30837,-0.029724834477465323,0.01673782285648591,0.02309321773985407,50.928402434136316
1853,600519.SH,贵州茅台,2009-04-28,533.701,541.4636,520.0936,526.395,3430733.0,395869106.0,-14.6576,-2.7091,115.3891,0.7538,52466344960.48,108801264000,26.2606,8.7309,13.2013,2009,2009-04,2009,4,28,1,549.10742,555.9202300000001,-0.027090896522814933,0.014432901052275949,0.024205450556861505,46.894621378319066
1854,600519.SH,贵州茅台,2009-04-29,526.4407,535.6188,526.258,533.1987,3107715.0,360384150.0,6.8037,1.2925,115.9644,0.6828,53144475199.82,110207526000,26.6,8.8438,13.372,2009,2009-04,2009,4,29,2,542.66904,554.15767,0.012925084774741524,0.019214761130081283,0.024775351138604917,48.231283953247434
1855,600519.SH,贵州茅台,2009-04-30,535.1622,535.2078,525.1164,531.2809,2051448.0,238142369.0,-1.9178,-0.3597,116.085,0.4507,52953324394.1,109811130000,26.5044,8.812,13.3239,2009,2009-04,2009,4,30,3,537.9110400000001,552.60516,-0.0035967829628993364,0.019045668982796853,0.02473122788940711,44.53904201131186
1856,600519.SH,贵州茅台,2009-05-04,533.7466,545.0709,531.2809,544.3859,2355551.0,278414610.0,13.1051,2.4667,118.1951,0.5176,54259521566.52,112519836000,27.1581,9.0293,13.6525,2009,2009-05,2009,5,4,0,535.26262,551.7193100000001,0.024666800556918167,0.023988392790713683,0.025873649650554078,45.007026608708365
1857,600519.SH,贵州茅台,2009-05-05,547.9476,551.6006,540.5503,543.564,2269054.0,270072390.0,-0.8219,-0.151,119.0242,0.4986,54177599792.64,112349952000,27.1171,9.0157,13.6319,2009,2009-05,2009,5,5,1,535.7648999999999,548.0206599999999,-0.001509774591884172,0.019486032368394263,0.018852787477646387,47.284799179339814
1858,600519.SH,贵州茅台,2009-05-06,541.6005,543.3814,533.7923,535.4361,3806462.0,447395076.0,-8.1279,-1.4953,117.5357,0.8364,53367484473.16,110669988000,26.7116,8.8809,13.4281,2009,2009-05,2009,5,6,2,537.57312,543.34027,-0.014952977018345526,0.015434053179873616,0.018718370502893815,44.13504914328925
1859,600519.SH,贵州茅台,2009-05-07,537.9019,542.9704,528.1302,534.2946,3472362.0,406117083.0,-1.1416,-0.2132,116.957,0.763,53253704231.66,110434038000,26.6547,8.862,13.3994,2009,2009-05,2009,5,7,3,537.7923,540.2306699999999,-0.002131907056696525,0.0145823385106886,0.017280512802447467,45.124580121735434
1860,600519.SH,贵州茅台,2009-05-08,531.9658,536.9886,526.9429,536.5777,3100720.0,359535974.0,2.2831,0.4273,115.9524,0.6813,53481264714.66,110905938000,26.7686,8.8998,13.4567,2009,2009-05,2009,5,8,4,538.85166,538.38135,0.004273110752008646,0.014454425304177608,0.016898294237056178,43.28798436157182
1861,600519.SH,贵州茅台,2009-05-11,536.532,541.4636,530.8242,531.6005,3277361.0,384271989.0,-4.9772,-0.9276,117.2504,0.7201,52985182861.72,109877196000,26.5203,8.8173,13.3319,2009,2009-05,2009,5,11,0,536.29458,535.7786,-0.009275823426877494,0.007472435306258593,0.01675039450704556,25.964088039690978
1862,600519.SH,贵州茅台,2009-05-12,527.4452,536.7603,526.532,531.9201,2598890.0,300962117.0,0.3196,0.0601,115.8041,0.571,53017041329.34,109943262000,26.5362,8.8226,13.3399,2009,2009-05,2009,5,12,1,533.9658000000001,534.86535,0.0006012033472504452,0.007753472614400951,0.01426551807525975,24.95448296732242
1863,600519.SH,贵州茅台,2009-05-13,534.2489,534.7055,526.121,528.2215,3579244.0,415020691.0,-3.6986,-0.6953,115.9521,0.7864,52648393346.88,109178784000,26.3517,8.7612,13.2471,2009,2009-05,2009,5,13,2,532.52288,535.048,-0.006953299941100277,0.005504019565988384,0.01140290006018769,28.71334305392189
1864,600519.SH,贵州茅台,2009-05-14,525.1164,532.4224,524.2032,531.2809,2150481.0,249787985.0,3.0594,0.5792,116.1545,0.4725,52953324394.1,109811130000,26.5044,8.812,13.3239,2009,2009-05,2009,5,14,3,531.92014,534.85622,0.005791888440739301,0.006715038260566353,0.010736266344947289,35.139757488837674
1865,600519.SH,贵州茅台,2009-05-15,533.153,534.1576,527.9019,529.7283,1679862.0,195071191.0,-1.5525,-0.2922,116.1233,0.3691,52798583265.66,109490238000,26.4269,8.7862,13.2849,2009,2009-05,2009,5,15,4,530.55026,534.70096,-0.002922371197609408,0.006005863439626253,0.010715415248306381,32.3511885558563
1866,600519.SH,贵州茅台,2009-05-18,529.2261,542.0115,528.3585,540.8243,3507236.0,412318356.0,11.0959,2.0946,117.5622,0.7706,53904527213.04,111783672000,26.9804,8.9703,13.5632,2009,2009-05,2009,5,18,0,532.3950199999999,534.3448000000001,0.020946587146656093,0.010823091634271883,0.009778150776033143,49.84482456271522
1867,600519.SH,贵州茅台,2009-05-19,541.7375,543.6097,531.9658,535.5275,2655401.0,312662778.0,-5.2968,-0.9794,117.746,0.5834,53376586892.48,110688864000,26.7162,8.8824,13.4304,2009,2009-05,2009,5,19,1,533.1165,533.5411499999999,-0.009793938622950082,0.012400822343977892,0.010204177861797486,57.112417076965976
1868,600519.SH,贵州茅台,2009-05-20,534.5229,538.5412,529.5914,530.0023,1471127.0,171589134.0,-5.5251,-1.0317,116.6379,0.3232,52825890523.62,109546866000,26.4406,8.7908,13.2918,2009,2009-05,2009,5,20,2,533.47266,532.99777,-0.01031730396664976,0.013042895891228506,0.00961018264535489,47.460054098209525
1869,600519.SH,贵州茅台,2009-05-21,528.7694,534.2032,521.4635,522.468,2578840.0,296204406.0,-7.5343,-1.4216,114.8596,0.5666,52074940929.72,107989596000,26.0647,8.6658,13.1029,2009,2009-05,2009,5,21,3,531.7100800000001,531.81511,-0.0142155986870246,0.014129719467453053,0.010490720606289586,43.570896028690214
1870,600519.SH,贵州茅台,2009-05-22,522.468,522.468,522.468,522.468,,,0.0,0.0,,,52074940929.72,107989596000,26.0647,8.6658,13.1029,2009,2009-05,2009,5,22,4,530.25802,530.40414,0.0,0.014207432156241668,0.010283345577675396,30.23067029139112
1871,600519.SH,贵州茅台,2009-05-25,515.1621,518.4041,511.6917,517.6278,3367628.0,380853032.0,-4.8402,-0.9264,113.0924,0.3568,106989168000.0,106989168000,25.8232,8.5855,12.9815,2009,2009-05,2009,5,25,0,525.6187199999999,529.0068699999999,-0.009264108041066588,0.005249780143823645,0.01028250291160255,28.187423888690887
1872,600519.SH,贵州茅台,2009-05-26,517.6278,523.153,515.573,515.7557,1680681.0,190817891.0,-1.8722,-0.3617,113.5361,0.1781,106602210000.0,106602210000,25.7298,8.5545,12.9345,2009,2009-05,2009,5,26,1,521.66436,527.39043,-0.0036166913755403263,0.005645288764812708,0.01022235352789001,31.502201268502233
1873,600519.SH,贵州茅台,2009-05-27,516.5776,527.4909,515.7557,524.0662,2763000.0,316980547.0,8.3105,1.6113,114.7233,0.2928,108319926000.0,108319926000,26.1444,8.6923,13.1429,2009,2009-05,2009,5,27,2,520.47714,526.9748999999999,0.016113248966516336,0.011581216253014047,0.01173096841244225,41.52795631949326
1874,600519.SH,贵州茅台,2009-06-01,525.1621,539.2718,523.7922,537.7192,4592011.0,537473265.0,13.653,2.6052,117.0453,0.4865,111141888000.0,111141888000,26.8255,8.9188,13.4853,2009,2009-06,2009,6,1,0,523.52738,527.61873,0.026052052202565346,0.014711678710691425,0.01442277699567767,50.79563117285023
1875,600519.SH,贵州茅台,2009-06-02,534.3402,552.3312,534.3402,547.3997,5016813.0,600394403.0,9.6804,1.8003,119.6765,0.5316,113142744000.0,113142744000,27.3085,9.0793,13.7281,2009,2009-06,2009,6,2,1,528.5137199999999,529.38587,0.018002890728097576,0.015117332333864902,0.015237365607804297,60.33454214351876
1876,600519.SH,贵州茅台,2009-06-03,547.3997,548.8152,537.9932,546.6691,2924590.0,347246937.0,-0.7306,-0.1335,118.7335,0.3099,112991736000.0,112991736000,27.272,9.0672,13.7098,2009,2009-06,2009,6,3,2,534.3219799999999,529.97035,-0.001334673731096525,0.012918325250404745,0.013960543356507857,59.595991141161
1877,600519.SH,贵州茅台,2009-06-04,547.0344,548.0389,538.3585,544.5686,4653332.0,553191419.0,-2.1005,-0.3842,118.8807,0.493,112557588000.0,112557588000,27.1672,9.0324,13.6571,2009,2009-06,2009,6,4,3,540.08456,530.87446,-0.003842360945588541,0.012982583601741083,0.013562746570875238,60.86161508643655
1878,600519.SH,贵州茅台,2009-06-05,541.8289,592.24,541.7832,575.619,7774093.0,973345740.0,31.0504,5.7018,125.2038,0.8237,118975428000.0,118975428000,28.7163,9.5474,14.4358,2009,2009-06,2009,6,5,4,550.39512,535.43613,0.05701834442896647,0.02465376206500592,0.02136989281096551,71.47275303726074
1879,600519.SH,贵州茅台,2009-06-08,580.8245,589.272,570.7787,582.6509,3688621.0,469785127.0,7.032,1.2216,127.3606,0.3908,120428880000.0,120428880000,29.0671,9.664,14.6122,2009,2009-06,2009,6,8,0,559.38146,541.45442,0.012216240256141653,0.024465251413045525,0.01982831320871283,74.33849634848511
1880,600519.SH,贵州茅台,2009-06-09,582.6509,616.4411,580.8245,599.272,7330385.0,969552012.0,16.6211,2.8527,132.2648,0.7767,123864312000.0,123864312000,29.8963,9.9397,15.029,2009,2009-06,2009,6,9,1,569.7559200000001,549.13482,0.02852668724960372,0.025081252494279817,0.020098624245280063,75.57951142742353
1881,600519.SH,贵州茅台,2009-06-10,601.3268,607.4456,593.6556,599.546,2647692.0,348306255.0,0.274,0.0457,131.5509,0.2805,123920940000.0,123920940000,29.9099,9.9442,15.0359,2009,2009-06,2009,6,10,2,580.3313,557.32664,0.0004572214286668874,0.024737127601520796,0.019057164178443945,79.3059786146489
1882,600519.SH,贵州茅台,2009-06-11,599.4547,623.2904,599.4547,608.6328,3973846.0,533435068.0,9.0868,1.5156,134.2365,0.421,125799102000.0,125799102000,30.3633,10.095,15.2638,2009,2009-06,2009,6,11,3,593.14414,566.6143500000001,0.015156134808671728,0.021640565057294885,0.017914330390115592,84.85830232325137
1883,600519.SH,贵州茅台,2009-06-12,610.368,620.094,589.9569,596.3953,2703533.0,357604702.0,-12.2375,-2.0107,132.2731,0.2865,123269718000.0,123269718000,29.7528,9.892,14.9569,2009,2009-06,2009,6,12,4,597.2994,573.84726,-0.02010654042963167,0.018264652167479897,0.021399357775992348,81.46134407362047
1884,600519.SH,贵州茅台,2009-06-15,593.8382,623.747,593.8382,622.1032,4408128.0,592083839.0,25.7079,4.3105,134.3164,0.4671,128583312000.0,128583312000,31.0353,10.3184,15.6016,2009,2009-06,2009,6,15,0,605.18986,582.28566,0.0431054704824132,0.0245179299655131,0.02314441301509538,84.78955564711553
1885,600519.SH,贵州茅台,2009-06-16,620.094,626.2584,611.8748,619.5917,2003920.0,271544262.0,-2.5114,-0.4037,135.5065,0.2123,128064222000.0,128064222000,30.91,10.2767,15.5386,2009,2009-06,2009,6,16,1,609.2538,589.50486,-0.0040371115274765446,0.02381953901130267,0.0238566640928006,86.19121548283039
1886,600519.SH,贵州茅台,2009-06-17,618.0392,632.4229,617.3543,628.5416,2258367.0,310521875.0,8.9498,1.4445,137.4984,0.2393,129914070000.0,129914070000,31.3565,10.4252,15.763,2009,2009-06,2009,6,17,2,615.05292,597.69211,0.014444835203570427,0.023692539033060178,0.023340317523730298,88.11722647639911
1887,600519.SH,贵州茅台,2009-06-18,625.5735,632.4229,618.7242,629.5461,4119002.0,564072323.0,1.0046,0.1598,136.9439,0.4364,130121706000.0,130121706000,31.4066,10.4418,15.7882,2009,2009-06,2009,6,18,3,619.23558,606.1898600000001,0.0015981440210162123,0.023689623141324664,0.022930407357790217,87.49993778445828
1888,600519.SH,贵州茅台,2009-06-19,625.4822,633.2904,619.1808,625.2082,1853345.0,253253630.0,-4.3379,-0.6891,136.6468,0.1964,129225096000.0,129225096000,31.1902,10.3699,15.6795,2009,2009-06,2009,6,19,4,624.99816,611.14878,-0.006890520011163637,0.020420681847239677,0.01830827902264451,83.31010850942313
1889,600519.SH,贵州茅台,2009-06-22,627.8566,631.053,606.7606,607.1716,2118112.0,285552148.0,-18.0366,-2.8849,134.8145,0.2244,125497086000.0,125497086000,30.2904,10.0707,15.2271,2009,2009-06,2009,6,22,0,622.01184,613.60085,-0.02884894983783004,0.01576856046382005,0.021666379631079546,71.39584381852657
1890,600519.SH,贵州茅台,2009-06-23,601.8291,614.1579,591.6008,608.9981,2758804.0,364099880.0,1.8265,0.3008,131.9774,0.2923,125874606000.0,125874606000,30.3815,10.101,15.2729,2009,2009-06,2009,6,23,1,619.8931200000001,614.57346,0.0030082105289510608,0.016157800695157307,0.019934821651406434,72.13749405087478
1891,600519.SH,贵州茅台,2009-06-24,608.6785,611.8748,598.2218,602.6967,2093623.0,276526128.0,-6.3014,-1.0347,132.0802,0.2218,124572162000.0,124572162000,30.0671,9.9965,15.1149,2009,2009-06,2009,6,24,2,614.72414,614.88853,-0.010347158718557625,0.012789503847887589,0.020304368904427095,70.04722788783667
1892,600519.SH,贵州茅台,2009-06-25,607.2629,621.9205,602.788,620.505,2183414.0,295200887.0,17.8083,2.9548,135.2015,0.2313,128252982000.0,128252982000,30.9555,10.2919,15.5615,2009,2009-06,2009,6,25,3,612.91592,616.0757500000001,0.02954769787191469,0.021402713430704934,0.021890300229001753,67.0363712825215
1893,600519.SH,贵州茅台,2009-06-26,621.0073,630.1397,621.0073,625.5735,1826249.0,250833621.0,5.0685,0.8168,137.3491,0.1935,129300600000.0,129300600000,31.2084,10.3759,15.6886,2009,2009-06,2009,6,26,4,612.98898,618.99357,0.008168346749824584,0.021723813101247488,0.020476907776888466,66.53764590929964
1894,600519.SH,贵州茅台,2009-06-29,630.1854,680.4139,626.9434,674.5235,3801548.0,553072336.0,48.95,7.8248,145.4861,0.4028,139418136000.0,139418136000,33.6504,11.1878,16.9162,2009,2009-06,2009,6,29,0,626.4593600000001,624.2356,0.07824819945218264,0.03470875645498689,0.028992851387016613,73.21125740509171
1895,600519.SH,贵州茅台,2009-06-30,678.0852,686.3044,661.1901,675.8477,2455349.0,359599491.0,1.3242,0.1963,146.4556,0.2602,139691838000.0,139691838000,33.7164,11.2098,16.9494,2009,2009-06,2009,6,30,1,639.82928,629.8612,0.001963163625878117,0.03485249189964631,0.02876600924618805,73.38369552225996
1896,600519.SH,贵州茅台,2009-07-01,674.6972,681.1404,667.2415,670.325,1935675.0,281759830.0,-5.5227,-0.8172,145.5615,0.2051,137464470000.0,137464470000,33.1788,11.0311,16.6792,2009,2009-07,2009,7,1,2,653.35494,634.03954,-0.008171515564823206,0.03436540979692756,0.02918418329620059,69.32865627236235
1897,600519.SH,贵州茅台,2009-07-02,670.0949,694.7632,661.3505,680.9103,2699019.0,395317139.0,10.5853,1.5791,146.467,0.286,139635210000.0,139635210000,33.7028,11.2053,16.9426,2009,2009-07,2009,7,2,3,665.436,639.17596,0.015791295267221006,0.03415521516688048,0.029246663902433818,76.75622660432882
1898,600519.SH,贵州茅台,2009-07-03,676.5381,685.7427,669.1744,671.5676,2573876.0,376552059.0,-9.3427,-1.3721,146.2977,0.2727,137719296000.0,137719296000,33.2404,11.0515,16.7101,2009,2009-07,2009,7,3,4,674.63482,643.8118999999999,-0.013720896864095056,0.03719062617976331,0.029715471165713363,67.46994419721688
1899,600519.SH,贵州茅台,2009-07-06,667.3335,671.8438,657.2084,662.363,2949182.0,423754900.0,-9.2046,-1.3706,143.6856,0.3125,135831696000.0,135831696000,32.7848,10.9,16.4811,2009,2009-07,2009,7,6,0,672.20272,649.33104,-0.013706140677423817,0.012574096862507822,0.02798942937253703,64.4241217133596
1900,600519.SH,贵州茅台,2009-07-07,662.4551,681.1864,658.1749,669.8187,2740569.0,399773428.0,7.4557,1.1256,145.8724,0.2904,137360652000.0,137360652000,33.1538,11.0227,16.6666,2009,2009-07,2009,7,7,1,670.99692,655.4131,0.011256214492657346,0.014180429049479186,0.027912105586284854,64.06193682721612
1901,600519.SH,贵州茅台,2009-07-08,660.43,668.0238,651.2254,662.409,2651579.0,378380305.0,-7.4097,-1.1062,142.7,0.2809,135841134000.0,135841134000,32.787,10.9008,16.4822,2009,2009-07,2009,7,8,2,669.41372,661.3843300000001,-0.011062247142398451,0.014563474371718054,0.027970603924677446,60.72730311456047
1902,600519.SH,贵州茅台,2009-07-09,659.0954,683.3955,659.0954,677.5506,3464234.0,505222990.0,15.1416,2.2858,145.8397,0.3671,138946236000.0,138946236000,33.5365,11.15,16.859,2009,2009-07,2009,7,9,3,668.7417800000001,667.08889,0.02285838507628979,0.01691061185981742,0.02752309648246722,65.9602092478372
1903,600519.SH,贵州茅台,2009-07-10,679.2995,706.453,678.241,700.332,2977018.0,451971144.0,22.7814,3.3623,151.8201,0.3154,143618046000.0,143618046000,34.6641,11.5249,17.4258,2009,2009-07,2009,7,10,4,674.4946600000001,674.56474,0.03362317146497973,0.020740563021003064,0.028577827172805166,77.60756413189458
1904,600519.SH,贵州茅台,2009-07-13,701.1604,708.7542,687.2615,705.3945,3976567.0,601703320.0,5.0625,0.7229,151.3123,0.4213,144656226000.0,144656226000,34.9147,11.6082,17.5518,2009,2009-07,2009,7,13,0,683.10096,677.65184,0.007228714381179113,0.016864186031093024,0.016459761426715545,78.02895580680465
1905,600519.SH,贵州茅台,2009-07-14,705.0263,710.365,699.5496,705.5326,2664455.0,408475427.0,0.1381,0.0196,153.3054,0.2823,144684540000.0,144684540000,34.9215,11.6105,17.5552,2009,2009-07,2009,7,14,1,690.24374,680.62033,0.0001957769730271952,0.017812888059776537,0.016500730234448827,81.01291170497596
1906,600519.SH,贵州茅台,2009-07-15,705.5326,710.0428,690.2069,690.4831,3159841.0,477906537.0,-15.0495,-2.1331,151.2439,0.3348,141598314000.0,141598314000,34.1766,11.3628,17.1807,2009,2009-07,2009,7,15,2,695.85856,682.63614,-0.021330694003367068,0.021200132209168075,0.018067609404682747,71.4608691918681
1907,600519.SH,贵州茅台,2009-07-16,692.6922,694.9473,680.9103,683.2114,3643057.0,542209782.0,-7.2716,-1.0531,148.8337,0.386,140107110000.0,140107110000,33.8167,11.2431,16.9998,2009,2009-07,2009,7,16,3,696.99072,682.8662499999999,-0.010531322200355131,0.02080770489984053,0.01793229788322035,67.44069373159115
1908,600519.SH,贵州茅台,2009-07-17,684.5001,692.6001,679.7597,680.7262,1410005.0,210098779.0,-2.4852,-0.3638,149.0057,0.1494,139597458000.0,139597458000,33.6937,11.2022,16.938,2009,2009-07,2009,7,17,4,693.06956,683.78211,-0.003637527125572082,0.010883356434130206,0.01731795723114289,52.61111564817143
1909,600519.SH,贵州茅台,2009-07-20,681.1404,688.5041,676.4461,681.6467,3873799.0,572069340.0,0.9205,0.1352,147.6766,0.4104,139786218000.0,139786218000,33.7392,11.2174,16.9609,2009,2009-07,2009,7,20,0,688.32,685.71048,0.0013522323659644897,0.009360347035206992,0.01648447985551633,52.44949785082857
1910,600519.SH,贵州茅台,2009-07-21,685.2825,691.2655,676.4,678.0108,4222026.0,627819240.0,-3.6358,-0.5334,148.7009,0.4473,139040616000.0,139040616000,33.5593,11.1575,16.8704,2009,2009-07,2009,7,21,1,682.81564,686.5296900000001,-0.005333994868602754,0.008626473629664125,0.016395299610447445,53.299068373104014
1911,600519.SH,贵州茅台,2009-07-22,676.5381,682.9353,670.5551,678.425,2503621.0,366601445.0,0.4142,0.0611,146.4285,0.2653,139125558000.0,139125558000,33.5798,11.1644,16.8807,2009,2009-07,2009,7,22,2,680.40402,688.13129,0.0006109047230515863,0.004828698686447648,0.015819923453381447,48.83114342231873
1912,600519.SH,贵州茅台,2009-07-23,680.4501,681.0944,671.9818,673.2244,1724952.0,253176789.0,-5.2006,-0.7666,146.7732,0.1828,138059064000.0,138059064000,33.3224,11.0788,16.7513,2009,2009-07,2009,7,23,3,678.40662,687.69867,-0.007665696281829226,0.0038594691846335094,0.014330825375255731,50.81079599730647
