,代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),总市值(元),市盈率,市净率,市销率,年份,月份,year,month,day,day_of_week,MA_5,MA_10,daily_return,volatility_5,volatility_10,RSI_14
0,600519.SH,贵州茅台,2001-08-27,34.51,37.78,32.85,35.55,40631800.0,1410347179.0,4.16,13.2526,34.7104,56.8277,2541825000.0,8887500000,35.3938,15.8269,7.978,2001,2001-08,2001,8,27,0,,,,,,
1,600519.SH,贵州茅台,2001-08-28,34.99,37.0,34.61,36.86,12964779.0,463463143.0,1.31,3.685,35.7479,18.1326,2635490000.0,9215000000,36.698,16.4101,8.272,2001,2001-08,2001,8,28,1,,,0.03684950773558371,,,
2,600519.SH,贵州茅台,2001-08-29,36.98,37.0,36.1,36.38,5325275.0,194689620.0,-0.48,-1.3022,36.5595,7.4479,2601170000.0,9095000000,36.2201,16.1964,8.1643,2001,2001-08,2001,8,29,2,,,-0.01302224633749316,,,
3,600519.SH,贵州茅台,2001-08-30,36.28,37.51,36.0,37.1,4801306.0,177558558.0,0.72,1.9791,36.9813,6.7151,2652650000.0,9275000000,36.9369,16.5169,8.3258,2001,2001-08,2001,8,30,3,,,0.019791094007696408,,,
4,600519.SH,贵州茅台,2001-08-31,37.15,37.62,36.8,37.01,2323148.0,86231237.0,-0.09,-0.2426,37.1183,3.2492,2646215000.0,9252500000,36.8473,16.4769,8.3056,2001,2001-08,2001,8,31,4,36.58,,-0.0024258760107818134,,,
5,600519.SH,贵州茅台,2001-09-03,37.2,37.57,36.85,36.99,2211209.0,82129438.0,-0.02,-0.054,37.1423,3.0926,2644785000.0,9247500000,36.8274,16.4679,8.3012,2001,2001-09,2001,9,3,0,36.86800000000001,,-0.0005403944879761591,0.01996754254543694,,
6,600519.SH,贵州茅台,2001-09-04,37.01,38.08,36.88,37.46,3700677.0,139204380.0,0.47,1.2706,37.6159,5.1758,2678390000.0,9365000000,37.2954,16.6772,8.4066,2001,2001-09,2001,9,4,1,36.988,,0.012706136793728007,0.012984429013074656,,
7,600519.SH,贵州茅台,2001-09-05,37.61,37.92,37.21,37.44,2606695.0,97796243.0,-0.02,-0.0534,37.5173,3.6457,2676960000.0,9360000000,37.2755,16.6683,8.4021,2001,2001-09,2001,9,5,2,37.2,,-0.0005339028296851289,0.0098922873830828,,
8,600519.SH,贵州茅台,2001-09-06,37.35,37.47,36.51,36.7,2899703.0,107078403.0,-0.74,-1.9765,36.9274,4.0555,2624050000.0,9175000000,36.5387,16.3388,8.2361,2001,2001-09,2001,9,6,3,37.12,,-0.019764957264957084,0.01157867577432835,,
9,600519.SH,贵州茅台,2001-09-07,36.5,36.95,35.65,35.68,3155225.0,113868743.0,-1.02,-2.7793,36.0889,4.4129,2551120000.0,8920000000,35.5232,15.8847,8.0072,2001,2001-09,2001,9,7,4,36.854,36.717,-0.027792915531335227,0.016332381226014107,,
10,600519.SH,贵州茅台,2001-09-10,35.4,36.85,35.01,36.7,1887889.0,68406471.0,1.02,2.8587,36.2344,2.6404,2624050000.0,9175000000,36.5387,16.3388,8.2361,2001,2001-09,2001,9,10,0,36.796,36.832,0.028587443946188396,0.023091283607157266,0.020957081648413076,
11,600519.SH,贵州茅台,2001-09-11,36.8,36.95,36.2,36.29,1139081.0,41579698.0,-0.41,-1.1172,36.5028,1.5931,2594735000.0,9072500000,36.1305,16.1563,8.1441,2001,2001-09,2001,9,11,1,36.562,36.775000000000006,-0.011171662125340709,0.021893089140650208,0.017683170468621705,
12,600519.SH,贵州茅台,2001-09-12,35.33,36.2,35.3,35.98,2504519.0,89421380.0,-0.31,-0.8542,35.704,3.5028,2572570000.0,8995000000,35.8219,16.0183,8.0745,2001,2001-09,2001,9,12,2,36.27,36.735,-0.008542298153761396,0.021672690999992014,0.01741113743434551,
13,600519.SH,贵州茅台,2001-09-13,36.01,36.3,35.7,35.89,1098668.0,39512775.0,-0.09,-0.2501,35.9643,1.5366,2566135000.0,8972500000,35.7323,15.9782,8.0543,2001,2001-09,2001,9,13,3,36.108,36.614,-0.002501389660922615,0.02062735822137705,0.01581143218502205,52.537313432835845
14,600519.SH,贵州茅台,2001-09-14,36.01,36.5,35.8,36.3,767283.0,27740691.0,0.41,1.1424,36.1544,1.0731,2595450000.0,9075000000,36.1405,16.1608,8.1463,2001,2001-09,2001,9,14,4,36.232000000000006,36.543,0.011423794928949516,0.01649575818190299,0.01647904848625664,55.27426160337553
15,600519.SH,贵州茅台,2001-09-17,36.08,36.29,35.5,35.84,898397.0,32183249.0,-0.46,-1.2672,35.823,1.2565,2562560000.0,8960000000,35.6825,15.956,8.0431,2001,2001-09,2001,9,17,0,36.06,36.428000000000004,-0.012672176308539784,0.009810856844739549,0.016818029918573767,41.853035143769986
16,600519.SH,贵州茅台,2001-09-18,35.88,36.55,35.85,36.25,1077326.0,39006062.0,0.41,1.144,36.2064,1.5067,2591875000.0,9062500000,36.0907,16.1385,8.1351,2001,2001-09,2001,9,18,1,36.052,36.307,0.011439732142856984,0.011191929310527822,0.016690687974188736,48.949919224555714
17,600519.SH,贵州茅台,2001-09-19,36.3,36.92,36.06,36.92,865053.0,31597369.0,0.67,1.8483,36.5265,1.2099,2639780000.0,9230000000,36.7577,16.4368,8.2855,2001,2001-09,2001,9,19,2,36.239999999999995,36.254999999999995,0.01848275862068971,0.012577973598716912,0.01805020245190171,48.534201954397396
18,600519.SH,贵州茅台,2001-09-20,36.9,37.05,36.5,36.61,1117335.0,41189577.0,-0.31,-0.8397,36.8641,1.5627,2617615000.0,9152500000,36.4491,16.2988,8.2159,2001,2001-09,2001,9,20,3,36.384,36.245999999999995,-0.008396533044420451,0.013709784165234945,0.017086902048871942,46.85534591194969
19,600519.SH,贵州茅台,2001-09-21,36.28,36.6,36.0,36.06,787972.0,28638681.0,-0.55,-1.5023,36.3448,1.1021,2578290000.0,9015000000,35.9015,16.0539,8.0925,2001,2001-09,2001,9,21,4,36.336,36.284,-0.015023217700081859,0.015179347305877324,0.015156678659276774,43.2510885341074
20,600519.SH,贵州茅台,2001-09-24,36.06,36.39,36.0,36.05,406860.0,14703096.0,-0.01,-0.0277,36.138,0.569,2577575000.0,9012500000,35.8916,16.0495,8.0902,2001,2001-09,2001,9,24,0,36.378,36.219,-0.0002773155851359954,0.0137931540720242,0.011710207522907235,39.035769828926874
21,600519.SH,贵州茅台,2001-09-25,36.28,36.54,36.05,36.23,348845.0,12639790.0,0.18,0.4993,36.2333,0.4879,2590445000.0,9057500000,36.0708,16.1296,8.1306,2001,2001-09,2001,9,25,1,36.373999999999995,36.213,0.0049930651872398535,0.012872538771624272,0.011371924358337901,40.81942336874051
22,600519.SH,贵州茅台,2001-09-26,36.11,36.48,36.0,36.08,495626.0,17892565.0,-0.15,-0.414,36.1009,0.6932,2579720000.0,9020000000,35.9214,16.0628,8.0969,2001,2001-09,2001,9,26,2,36.206,36.223,-0.004140215291195126,0.007648139951850315,0.011090856400710966,44.83333333333329
23,600519.SH,贵州茅台,2001-09-27,36.08,36.98,36.0,36.7,877804.0,32085131.0,0.62,1.7184,36.5516,1.2277,2624050000.0,9175000000,36.5387,16.3388,8.2361,2001,2001-09,2001,9,27,3,36.224000000000004,36.304,0.01718403547671854,0.011849468419880733,0.012221301029078388,59.10714285714288
24,600519.SH,贵州茅台,2001-09-28,36.9,37.2,36.5,37.09,1708847.0,63169143.0,0.39,1.0627,36.9659,2.39,2651935000.0,9272500000,36.927,16.5125,8.3236,2001,2001-09,2001,9,28,4,36.43,36.383,0.010626702997275306,0.008503099168668928,0.012157625971573454,53.92354124748492
25,600519.SH,贵州茅台,2001-10-08,37.0,37.18,36.25,36.58,655217.0,24091149.0,-0.51,-1.375,36.7682,0.9164,2615470000.0,9145000000,36.4192,16.2854,8.2092,2001,2001-10,2001,10,8,0,36.536,36.457,-0.013750337018064274,0.012195088452034795,0.012308231031333045,52.859960552268234
26,600519.SH,贵州茅台,2001-10-09,36.6,37.5,36.6,37.3,955852.0,35498605.0,0.72,1.9683,37.1382,1.3369,2666950000.0,9325000000,37.1361,16.606,8.3707,2001,2001-10,2001,10,9,1,36.75,36.562,0.01968288682340069,0.01437514078417882,0.013242761912040005,62.04379562043796
27,600519.SH,贵州茅台,2001-10-10,37.3,37.43,36.03,36.1,1754869.0,63956753.0,-1.2,-3.2172,36.4453,2.4544,2581150000.0,9025000000,35.9413,16.0717,8.1014,2001,2001-10,2001,10,10,2,36.754,36.480000000000004,-0.03217158176943691,0.022467878821483614,0.016030568795474865,51.59332321699545
28,600519.SH,贵州茅台,2001-10-11,36.01,36.5,35.65,35.75,1230684.0,44319896.0,-0.35,-0.9695,36.0124,1.7212,2556125000.0,8937500000,35.5929,15.9159,8.0229,2001,2001-10,2001,10,11,3,36.564,36.394,-0.00969529085872578,0.020556804424213055,0.016092147415372227,45.78866768759573
29,600519.SH,贵州茅台,2001-10-12,35.9,36.65,34.05,36.0,2001070.0,70897331.0,0.25,0.6993,35.4297,2.7987,2574000000.0,9000000000,35.8418,16.0272,8.079,2001,2001-10,2001,10,12,4,36.346000000000004,36.388,0.006993006993007089,0.019917827031380602,0.01565153651716993,51.2658227848101
30,600519.SH,贵州茅台,2001-10-15,35.9,36.0,34.9,35.3,975531.0,34501714.0,-0.7,-1.9444,35.3671,1.3644,2523950000.0,8825000000,35.1449,15.7156,7.9219,2001,2001-10,2001,10,15,0,36.089999999999996,36.313,-0.019444444444444486,0.020636687172459246,0.016812294690263147,42.813918305597575
31,600519.SH,贵州茅台,2001-10-16,35.13,35.8,34.75,34.8,831991.0,29068173.0,-0.5,-1.4164,34.9381,1.1636,2488200000.0,8700000000,34.6471,15.493,7.8097,2001,2001-10,2001,10,16,1,35.589999999999996,36.17,-0.014164305949008527,0.014306045298517518,0.017020610570004445,33.54037267080744
32,600519.SH,贵州茅台,2001-10-17,34.79,34.81,33.9,34.2,1250768.0,42766283.0,-0.6,-1.7241,34.192,1.7493,2445300000.0,8550000000,34.0497,15.2258,7.675,2001,2001-10,2001,10,17,2,35.209999999999994,35.982,-0.01724137931034464,0.010551158172314785,0.017538519294871522,32.09509658246661
33,600519.SH,贵州茅台,2001-10-18,34.2,34.66,33.91,34.04,498346.0,16999063.0,-0.16,-0.4678,34.111,0.697,2433860000.0,8510000000,33.8904,15.1546,7.6391,2001,2001-10,2001,10,18,3,34.868,35.716,-0.004678362573099504,0.010904468122224814,0.015705313701033806,34.06940063091483
34,600519.SH,贵州茅台,2001-10-19,34.0,34.15,33.01,33.5,1568754.0,52422843.0,-0.54,-1.5864,33.4169,2.1941,2395250000.0,8375000000,33.3528,14.9142,7.5179,2001,2001-10,2001,10,19,4,34.367999999999995,35.357,-0.015863689776733247,0.005704255896158893,0.014519110319539515,31.44104803493454
35,600519.SH,贵州茅台,2001-10-22,33.3,33.7,32.7,32.79,976065.0,32268911.0,-0.71,-2.1194,33.0602,1.3651,2344485000.0,8197500000,32.6459,14.5981,7.3586,2001,2001-10,2001,10,22,0,33.866,34.977999999999994,-0.021194029850746254,0.006137583504928306,0.014916229078606826,26.756756756756786
36,600519.SH,贵州茅台,2001-10-23,36.0,36.07,35.01,36.07,4059824.0,145710538.0,3.28,10.003,35.8909,5.6781,2579005000.0,9017500000,35.9115,16.0584,8.0947,2001,2001-10,2001,10,23,1,34.12,34.855,0.10003049710277523,0.05169387245095512,0.03757582470718713,49.95251661918329
37,600519.SH,贵州茅台,2001-10-24,36.78,36.8,35.11,35.86,4068239.0,147001102.0,-0.21,-0.5822,36.1338,5.6898,2563990000.0,8965000000,35.7024,15.9649,8.0476,2001,2001-10,2001,10,24,2,34.452,34.831,-0.005822012752980332,0.05052735946166818,0.036180857625426506,45.849802371541486
38,600519.SH,贵州茅台,2001-10-25,35.7,35.8,34.86,34.88,1603686.0,56527283.0,-0.98,-2.7328,35.2483,2.2429,2493920000.0,8720000000,34.7267,15.5286,7.8276,2001,2001-10,2001,10,25,3,34.620000000000005,34.744,-0.02732849972113771,0.053173802611857356,0.03711758573911839,39.682539682539684
39,600519.SH,贵州茅台,2001-10-26,34.7,35.1,34.42,35.0,900220.0,31280145.0,0.12,0.344,34.7472,1.259,2502500000.0,8750000000,34.8462,15.582,7.8546,2001,2001-10,2001,10,26,4,34.92,34.644,0.0034403669724769603,0.05187770958853022,0.03704023656907728,42.34496124031008
40,600519.SH,贵州茅台,2001-10-29,34.88,35.63,34.88,35.3,458786.0,16205054.0,0.3,0.8571,35.3216,0.6417,2523950000.0,8825000000,35.1449,15.7156,7.9219,2001,2001-10,2001,10,29,0,35.422,34.644,0.008571428571428452,0.04905957092411641,0.036650702104424976,39.898989898989896
41,600519.SH,贵州茅台,2001-10-30,35.25,35.49,34.92,35.0,348417.0,12214728.0,-0.3,-0.8499,35.0578,0.4873,2502500000.0,8750000000,34.8462,15.582,7.8546,2001,2001-10,2001,10,30,1,35.208,34.664,-0.008498583569405027,0.013807608850464788,0.03644072570055025,43.888888888888886
42,600519.SH,贵州茅台,2001-10-31,35.0,35.09,34.8,35.05,476247.0,16633345.0,0.05,0.1429,34.9259,0.6661,2506075000.0,8762500000,34.896,15.6043,7.8658,2001,2001-10,2001,10,31,2,35.04600000000001,34.749,0.0014285714285713347,0.014196708554980392,0.0358680159498753,45.97701149425285
43,600519.SH,贵州茅台,2001-11-01,35.05,35.64,34.95,35.57,664303.0,23511580.0,0.52,1.4836,35.3929,0.9291,2543255000.0,8892500000,35.4137,15.8358,7.9825,2001,2001-11,2001,11,1,3,35.184000000000005,34.902,0.014835948644793318,0.008681098531761655,0.03593411917495174,47.60312151616499
44,600519.SH,贵州茅台,2001-11-02,35.28,35.72,35.16,35.36,343520.0,12189356.0,-0.21,-0.5904,35.4837,0.4804,2528240000.0,8840000000,35.2046,15.7423,7.9354,2001,2001-11,2001,11,2,4,35.256,35.088,-0.005903851560303597,0.009758654125325707,0.0354272739737054,50.353773584905674
45,600519.SH,贵州茅台,2001-11-05,35.0,35.26,34.7,34.9,369076.0,12879737.0,-0.46,-1.3009,34.8972,0.5162,2495350000.0,8725000000,34.7466,15.5375,7.8321,2001,2001-11,2001,11,5,0,35.176,35.299,-0.013009049773755721,0.010881314092069647,0.03481965527731615,50.59241706161138
46,600519.SH,贵州茅台,2001-11-06,34.8,35.3,34.72,35.15,260931.0,9138666.0,0.25,0.7163,35.0233,0.3649,2513225000.0,8787500000,34.9955,15.6488,7.8882,2001,2001-11,2001,11,6,1,35.206,35.207,0.007163323782235054,0.01087972074772832,0.012259740405089039,55.87144622991345
47,600519.SH,贵州茅台,2001-11-07,35.0,35.0,33.8,33.85,932538.0,31791131.0,-1.3,-3.6984,34.091,1.3042,2420275000.0,8462500000,33.7012,15.07,7.5965,2001,2001-11,2001,11,7,2,34.966,35.006,-0.03698435277382639,0.020084428898738474,0.01644172941349539,48.97074756229687
48,600519.SH,贵州茅台,2001-11-08,33.35,33.89,32.98,33.7,740216.0,24682905.0,-0.15,-0.4431,33.3455,1.0353,2409550000.0,8425000000,33.5519,15.0032,7.5628,2001,2001-11,2001,11,8,3,34.592,34.888,-0.004431314623338234,0.016413213367314317,0.014571997378354413,51.131221719457024
49,600519.SH,贵州茅台,2001-11-09,33.7,34.48,33.34,34.15,376076.0,12737203.0,0.45,1.3353,33.8687,0.526,2441725000.0,8537500000,33.9999,15.2036,7.6638,2001,2001-11,2001,11,9,4,34.35,34.803000000000004,0.013353115727002818,0.019725484302276452,0.015398137295951532,57.92540792540794
50,600519.SH,贵州茅台,2001-11-12,34.4,34.4,33.52,33.6,268333.0,9088858.0,-0.55,-1.6105,33.8716,0.3753,2402400000.0,8400000000,33.4523,14.9587,7.5404,2001,2001-11,2001,11,12,0,34.089999999999996,34.632999999999996,-0.016105417276720324,0.02001632783206444,0.015431164240055698,28.888888888888815
51,600519.SH,贵州茅台,2001-11-13,33.28,33.7,33.21,33.64,267381.0,8965279.0,0.04,0.119,33.53,0.374,2405260000.0,8410000000,33.4922,14.9765,7.5494,2001,2001-11,2001,11,13,1,33.788,34.497,0.0011904761904761862,0.019086469824856095,0.015478299348721736,30.457746478873176
52,600519.SH,贵州茅台,2001-11-14,33.64,34.0,33.64,33.65,76900.0,2599260.0,0.01,0.0297,33.8005,0.1076,2405975000.0,8412500000,33.5021,14.981,7.5516,2001,2001-11,2001,11,14,2,33.748000000000005,34.357,0.0002972651605230858,0.010634186813116788,0.015439547836594866,36.94267515923557
53,600519.SH,贵州茅台,2001-11-15,33.65,33.8,33.5,33.68,219345.0,7378238.0,0.03,0.0892,33.6376,0.3068,2408120000.0,8420000000,33.532,14.9943,7.5583,2001,2001-11,2001,11,15,3,33.74400000000001,34.168,0.0008915304606240682,0.01048764465617619,0.014127352714929226,35.714285714285666
54,600519.SH,贵州茅台,2001-11-16,36.2,36.2,33.99,34.09,995470.0,34600364.0,0.41,1.2173,34.7578,1.3923,2437435000.0,8522500000,33.9402,15.1769,7.6504,2001,2001-11,2001,11,16,4,33.732000000000006,34.041,0.012173396674584502,0.010116746922686562,0.015167440353458453,37.20930232558144
55,600519.SH,贵州茅台,2001-11-19,34.15,35.08,34.1,35.05,373461.0,12950484.0,0.96,2.8161,34.6769,0.5223,2506075000.0,8762500000,34.896,15.6043,7.8658,2001,2001-11,2001,11,19,0,34.022,34.056,0.02816075095335857,0.012027392355658166,0.017690999498975114,50.4638218923933
56,600519.SH,贵州茅台,2001-11-20,35.2,35.53,34.9,35.38,806908.0,28559195.0,0.33,0.9415,35.3934,1.1285,2529670000.0,8845000000,35.2245,15.7512,7.9399,2001,2001-11,2001,11,20,1,34.37,34.079,0.009415121255349712,0.011311607966520436,0.017798240893773375,52.910052910052954
57,600519.SH,贵州茅台,2001-11-21,35.48,35.5,34.9,35.18,511442.0,17957630.0,-0.2,-0.5653,35.1118,0.7153,2515370000.0,8795000000,35.0254,15.6621,7.895,2001,2001-11,2001,11,21,2,34.676,34.212,-0.0056529112492934575,0.012824119913453587,0.012324592872532151,46.355140186915875
58,600519.SH,贵州茅台,2001-11-22,35.22,35.3,34.91,35.12,419879.0,14713840.0,-0.06,-0.1706,35.043,0.5872,2511080000.0,8780000000,34.9656,15.6354,7.8815,2001,2001-11,2001,11,22,3,34.964,34.354,-0.0017055144968732838,0.013279038538453735,0.01214801813780813,47.69230769230767
59,600519.SH,贵州茅台,2001-11-23,35.01,35.25,34.78,34.98,396090.0,13866447.0,-0.14,-0.3986,35.0083,0.554,2501070000.0,8745000000,34.8263,15.5731,7.8501,2001,2001-11,2001,11,23,4,35.142,34.437,-0.003986332574031914,0.014096215520715601,0.011932224081374853,50.81967213114752
60,600519.SH,贵州茅台,2001-11-26,35.0,35.0,34.5,34.61,310099.0,10749495.0,-0.37,-1.0577,34.6647,0.4337,2474615000.0,8652500000,34.4579,15.4084,7.767,2001,2001-11,2001,11,26,0,35.053999999999995,34.538,-0.010577472841623692,0.007416146455672416,0.01107329252772624,44.599999999999994
61,600519.SH,贵州茅台,2001-11-27,34.58,35.07,34.58,35.0,256948.0,8954894.0,0.39,1.1268,34.851,0.3594,2502500000.0,8750000000,34.8462,15.582,7.8546,2001,2001-11,2001,11,27,1,34.977999999999994,34.674,0.011268419531927254,0.008168759126941672,0.011343526408503215,64.05867970660147
62,600519.SH,贵州茅台,2001-11-28,35.05,35.39,34.9,35.05,377362.0,13256608.0,0.05,0.1429,35.1297,0.5278,2506075000.0,8762500000,34.896,15.6043,7.8658,2001,2001-11,2001,11,28,2,34.952,34.814,0.0014285714285713347,0.008017922845894504,0.0113077653811255,66.91729323308266
63,600519.SH,贵州茅台,2001-11-29,35.01,35.2,34.81,34.83,304618.0,10658762.0,-0.22,-0.6277,34.9906,0.426,2490345000.0,8707500000,34.6769,15.5063,7.8164,2001,2001-11,2001,11,29,3,34.89399999999999,34.928999999999995,-0.006276747503566327,0.008410200846717914,0.011755046107904439,59.04255319148937
64,600519.SH,贵州茅台,2001-11-30,34.83,35.45,34.8,35.34,407097.0,14292950.0,0.51,1.4643,35.1094,0.5694,2526810000.0,8835000000,35.1847,15.7334,7.9309,2001,2001-11,2001,11,30,4,34.965999999999994,35.054,0.014642549526270532,0.010870998746065936,0.011982953749416088,73.38709677419354
65,600519.SH,贵州茅台,2001-12-03,35.35,36.27,35.34,36.17,1603705.0,57741700.0,0.83,2.3486,36.0052,2.2429,2586155000.0,9042500000,36.011,16.1029,8.1171,2001,2001-12,2001,12,3,0,35.278,35.166,0.023486134691567573,0.011591991225442378,0.010969822736023888,78.04878048780486
66,600519.SH,贵州茅台,2001-12-04,36.25,36.27,35.81,36.21,689499.0,24859860.0,0.04,0.1106,36.055,0.9643,2589015000.0,9052500000,36.0509,16.1207,8.1261,2001,2001-12,2001,12,4,1,35.519999999999996,35.249,0.0011058888581696458,0.011960134670585537,0.01075978018880036,78.19383259911893
67,600519.SH,贵州茅台,2001-12-05,37.0,37.0,35.96,36.0,1502835.0,54737513.0,-0.21,-0.58,36.4228,2.1019,2574000000.0,9000000000,35.8418,16.0272,8.079,2001,2001-12,2001,12,5,2,35.71,35.331,-0.0057995028997515075,0.013160002513063283,0.010772022953281358,74.57627118644065
68,600519.SH,贵州茅台,2001-12-06,35.9,36.3,35.8,36.06,637222.0,23004767.0,0.06,0.1667,36.1017,0.8912,2578290000.0,9015000000,35.9015,16.0539,8.0925,2001,2001-12,2001,12,6,3,35.956,35.425,0.0016666666666667052,0.011802662785685328,0.010683075375478038,72.54004576659035
69,600519.SH,贵州茅台,2001-12-07,36.1,36.2,35.8,35.86,390820.0,14031912.0,-0.2,-0.5546,35.9038,0.5466,2563990000.0,8965000000,35.7024,15.9649,8.0476,2001,2001-12,2001,12,7,4,36.059999999999995,35.513,-0.005546311702717799,0.011994960673835596,0.010802217395626557,61.218836565096936
70,600519.SH,贵州茅台,2001-12-10,36.0,36.08,35.71,35.99,416156.0,14941666.0,0.13,0.3625,35.904,0.582,2573285000.0,8997500000,35.8318,16.0227,8.0767,2001,2001-12,2001,12,10,0,36.024,35.650999999999996,0.0036252091466815184,0.004377273039966748,0.009770330362654865,58.944281524926645
71,600519.SH,贵州茅台,2001-12-11,36.0,36.0,35.61,35.64,358002.0,12821499.0,-0.35,-0.9725,35.814,0.5007,2548260000.0,8910000000,35.4834,15.8669,7.9982,2001,2001-12,2001,12,11,1,35.910000000000004,35.715,-0.00972492358988608,0.005592301980331671,0.010268235680851022,56.460674157303366
72,600519.SH,贵州茅台,2001-12-12,35.6,36.1,35.6,35.77,463267.0,16611472.0,0.13,0.3648,35.8572,0.6479,2557555000.0,8942500000,35.6128,15.9248,8.0274,2001,2001-12,2001,12,12,2,35.864,35.787,0.003647586980920492,0.006052731896776766,0.010281826284430164,58.95316804407719
73,600519.SH,贵州茅台,2001-12-13,35.61,35.97,35.2,35.26,354045.0,12580276.0,-0.51,-1.4258,35.533,0.4952,2521090000.0,8815000000,35.105,15.6978,7.9129,2001,2001-12,2001,12,13,3,35.70399999999999,35.83,-0.014257757897679801,0.00799998036253307,0.011265499923443901,53.50000000000001
74,600519.SH,贵州茅台,2001-12-14,35.02,35.5,35.02,35.2,284125.0,10026619.0,-0.06,-0.1702,35.2895,0.3974,2516800000.0,8800000000,35.0453,15.671,7.8995,2001,2001-12,2001,12,14,4,35.572,35.815999999999995,-0.001701644923425838,0.008053004675410357,0.010252216379978703,57.99457994579948
75,600519.SH,贵州茅台,2001-12-17,35.11,35.61,35.05,35.36,441389.0,15611050.0,0.16,0.4545,35.368,0.6173,2528240000.0,8840000000,35.2046,15.7423,7.9354,2001,2001-12,2001,12,17,0,35.446000000000005,35.735,0.004545454545454408,0.008269377742137,0.006376221315207544,55.20231213872831
76,600519.SH,贵州茅台,2001-12-18,35.48,35.96,35.1,35.9,482120.0,17167382.0,0.54,1.5271,35.6081,0.6743,2566850000.0,8975000000,35.7422,15.9827,8.0565,2001,2001-12,2001,12,18,1,35.498000000000005,35.704,0.015271493212669629,0.010748237151341693,0.008442012742131732,60.759493670886066
77,600519.SH,贵州茅台,2001-12-19,35.9,36.49,35.63,35.96,962001.0,34761229.0,0.06,0.1671,36.1343,1.3455,2571140000.0,8990000000,35.802,16.0094,8.07,2001,2001-12,2001,12,19,2,35.536,35.7,0.0016713091922007095,0.010685721156093975,0.008282164549064545,64.90765171503955
78,600519.SH,贵州茅台,2001-12-20,35.9,35.9,34.65,34.76,1136223.0,39988830.0,-1.2,-3.337,35.1945,1.5891,2485340000.0,8690000000,34.6072,15.4752,7.8007,2001,2001-12,2001,12,20,3,35.436,35.57,-0.033370411568409475,0.0182773697374582,0.013332369836684397,43.52678571428567
79,600519.SH,贵州茅台,2001-12-21,34.7,35.97,34.7,35.87,813504.0,28861442.0,1.11,3.1933,35.4779,1.1378,2564705000.0,8967500000,35.7124,15.9693,8.0498,2001,2001-12,2001,12,21,4,35.57,35.571,0.03193325661680091,0.024029049318024704,0.01737469996520427,46.848739495798284
80,600519.SH,贵州茅台,2001-12-24,35.99,37.25,35.81,36.42,2725079.0,99947172.0,0.55,1.5333,36.6768,3.8113,2604030000.0,9105000000,36.2599,16.2142,8.1732,2001,2001-12,2001,12,24,0,35.782000000000004,35.614000000000004,0.01533314747700043,0.024567398024421195,0.018016468630490994,51.992409867172675
81,600519.SH,贵州茅台,2001-12-25,36.45,36.72,35.95,36.5,1218260.0,44420025.0,0.08,0.2197,36.4619,1.7039,2609750000.0,9125000000,36.3396,16.2498,8.1912,2001,2001-12,2001,12,25,1,35.902,35.7,0.0021965952773201902,0.024046464167783835,0.01759277752509195,54.86381322957197
82,600519.SH,贵州茅台,2001-12-26,36.54,37.25,36.1,37.19,1680952.0,62127143.0,0.69,1.8904,36.9595,2.351,2659085000.0,9297500000,37.0266,16.557,8.346,2001,2001-12,2001,12,26,2,36.148,35.842,0.018904109589040985,0.024928193288181615,0.018346156750452217,59.792027729636
83,600519.SH,贵州茅台,2001-12-27,37.22,37.84,36.92,37.32,2328478.0,87052679.0,0.13,0.3496,37.3861,3.2566,2668380000.0,9330000000,37.156,16.6149,8.3752,2001,2001-12,2001,12,27,3,36.660000000000004,36.048,0.0034955633234741157,0.012210639922543653,0.01720063901296061,62.80701754385964
84,600519.SH,贵州茅台,2001-12-28,37.3,37.6,36.88,37.3,1227932.0,45692306.0,-0.02,-0.0536,37.2108,1.7174,2666950000.0,9325000000,37.1361,16.606,8.3707,2001,2001-12,2001,12,28,4,36.946,36.257999999999996,-0.000535905680600246,0.008652055156985139,0.017147808259515163,61.71735241502677
85,600519.SH,贵州茅台,2001-12-31,37.67,39.3,37.46,38.55,5219541.0,202281565.0,1.25,3.3512,38.7547,7.3001,2756325000.0,9637500000,38.3806,17.1625,8.6513,2001,2001-12,2001,12,31,0,37.372,36.577,0.03351206434316345,0.014446782840991854,0.019208027917037615,72.41910631741135
86,600519.SH,贵州茅台,2002-01-04,38.72,38.8,37.45,37.55,2910962.0,111030307.0,-1.0,-2.594,38.1421,4.0713,2684825000.0,9387500000,37.385,16.7173,5.8017,2002,2002-01,2002,1,4,4,37.582,36.742,-0.025940337224383936,0.02231894600738643,0.021906604224642485,62.09239130434778
87,600519.SH,贵州茅台,2002-01-07,37.15,37.5,36.68,37.35,1894295.0,70279717.0,-0.2,-0.5326,37.1007,2.6494,2670525000.0,9337500000,37.1858,16.6282,5.7708,2002,2002-01,2002,1,7,0,37.614,36.881,-0.005326231691078487,0.02139752164405629,0.02212547205720459,64.82269503546102
88,600519.SH,贵州茅台,2002-01-08,37.0,37.59,36.48,36.59,1328664.0,48947614.0,-0.76,-2.0348,36.8397,1.8583,2616185000.0,9147500000,36.4292,16.2899,5.6534,2002,2002-01,2002,1,8,1,37.467999999999996,37.064,-0.020348058902275756,0.02328723086468976,0.01995724612160895,58.96774193548388
